sample_unit_id,State_County1,State_County1_Percent,State_County2,State_County2_Percent,State_County3,State_County3_Percent,State_County4,State_County4_Percent
85194,California_Mendocino,69.60,NA,0.00,NA,0.00,NA,0.00
60676,California_Santa Barbara,99.85,California_San Luis Obispo,0.15,NA,0.00,NA,0.00
72702,California_Santa Cruz,100.00,NA,0.00,NA,0.00,NA,0.00
123197,Washington_Pierce,100.00,NA,0.00,NA,0.00,NA,0.00
102420,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00
78281,California_Alpine,100.00,NA,0.00,NA,0.00,NA,0.00
117222,Idaho_Clearwater,100.00,NA,0.00,NA,0.00,NA,0.00
57436,California_Santa Barbara,71.97,California_Ventura,0.29,NA,0.00,NA,0.00
100498,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00
91776,Idaho_Oneida,100.00,NA,0.00,NA,0.00,NA,0.00
112067,Oregon_Benton,75.77,Oregon_Lincoln,24.23,NA,0.00,NA,0.00
120921,Washington_Spokane,88.72,Idaho_Kootenai,11.28,NA,0.00,NA,0.00
106083,Oregon_Grant,100.00,NA,0.00,NA,0.00,NA,0.00
92174,California_Lassen,97.34,California_Modoc,2.66,NA,0.00,NA,0.00
95470,Idaho_Lincoln,100.00,NA,0.00,NA,0.00,NA,0.00
111625,Oregon_Wasco,100.00,NA,0.00,NA,0.00,NA,0.00
130166,Washington_Okanogan,100.00,NA,0.00,NA,0.00,NA,0.00
113509,Oregon_Wallowa,100.00,NA,0.00,NA,0.00,NA,0.00
67155,California_Fresno,79.68,California_Monterey,20.32,NA,0.00,NA,0.00
127360,Washington_Jefferson,100.00,NA,0.00,NA,0.00,NA,0.00
109357,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00
45434,California_Imperial,100.00,NA,0.00,NA,0.00,NA,0.00
99599,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00
73627,California_Santa Cruz,100.00,NA,0.00,NA,0.00,NA,0.00
63473,California_Inyo,78.35,California_Tulare,21.65,NA,0.00,NA,0.00
92221,Idaho_Twin Falls,100.00,NA,0.00,NA,0.00,NA,0.00
97808,Idaho_Teton,82.24,Idaho_Bonneville,17.76,NA,0.00,NA,0.00
87071,California_Plumas,100.00,NA,0.00,NA,0.00,NA,0.00
110256,Oregon_Union,100.00,NA,0.00,NA,0.00,NA,0.00
58377,California_Kern,91.00,California_Los Angeles,9.00,NA,0.00,NA,0.00
101421,Oregon_Jackson,100.00,NA,0.00,NA,0.00,NA,0.00
100103,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00
107000,Oregon_Crook,100.00,NA,0.00,NA,0.00,NA,0.00
120911,Washington_Adams,98.25,Washington_Lincoln,1.75,NA,0.00,NA,0.00
76427,California_Tuolumne,100.00,NA,0.00,NA,0.00,NA,0.00
106566,Idaho_Adams,100.00,NA,0.00,NA,0.00,NA,0.00
102353,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00
125993,Washington_Chelan,100.00,NA,0.00,NA,0.00,NA,0.00
69016,California_Fresno,100.00,NA,0.00,NA,0.00,NA,0.00
115830,Idaho_Nez Perce,100.00,NA,0.00,NA,0.00,NA,0.00
49590,California_San Diego,82.11,California_Riverside,17.89,NA,0.00,NA,0.00
78256,California_Marin,100.00,NA,0.00,NA,0.00,NA,0.00
59306,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00
124109,Washington_Grays Harbor,64.49,Washington_Pacific,35.51,NA,0.00,NA,0.00
129248,Washington_Ferry,100.00,NA,0.00,NA,0.00,NA,0.00
54233,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
86138,California_Butte,100.00,NA,0.00,NA,0.00,NA,0.00
109786,Oregon_Grant,100.00,NA,0.00,NA,0.00,NA,0.00
51896,California_Orange,99.55,California_Riverside,0.45,NA,0.00,NA,0.00
99117,Oregon_Klamath,99.93,Oregon_Lake,0.07,NA,0.00,NA,0.00
95473,Idaho_Minidoka,100.00,NA,0.00,NA,0.00,NA,0.00
102361,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
122291,Washington_Grant,100.00,NA,0.00,NA,0.00,NA,0.00
73177,California_Merced,100.00,NA,0.00,NA,0.00,NA,0.00
106558,Oregon_Baker,100.00,NA,0.00,NA,0.00,NA,0.00
66246,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00
107432,Oregon_Douglas,53.33,Oregon_Coos,46.67,NA,0.00,NA,0.00
97298,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
91688,California_Trinity,77.98,California_Shasta,22.02,NA,0.00,NA,0.00
65306,California_Kings,80.80,California_Kern,19.20,NA,0.00,NA,0.00
122255,Washington_Pacific,42.39,NA,0.00,NA,0.00,NA,0.00
105658,Idaho_Lemhi,56.92,Idaho_Custer,43.08,NA,0.00,NA,0.00
88454,California_Tehama,100.00,NA,0.00,NA,0.00,NA,0.00
108434,Idaho_Lemhi,81.39,Idaho_Idaho,18.61,NA,0.00,NA,0.00
94526,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
89839,California_Tehama,100.00,NA,0.00,NA,0.00,NA,0.00
130595,Washington_Clallam,100.00,NA,0.00,NA,0.00,NA,0.00
123688,Washington_Lincoln,100.00,NA,0.00,NA,0.00,NA,0.00
54222,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
82898,California_Yuba,100.00,NA,0.00,NA,0.00,NA,0.00
114413,Oregon_Morrow,91.17,Oregon_Gilliam,8.83,NA,0.00,NA,0.00
97730,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
97335,Idaho_Bingham,84.61,Idaho_Bonneville,15.39,NA,0.00,NA,0.00
113007,Oregon_Clackamas,100.00,NA,0.00,NA,0.00,NA,0.00
117652,Washington_Yakima,100.00,NA,0.00,NA,0.00,NA,0.00
95853,California_Siskiyou,74.99,California_Humboldt,25.01,NA,0.00,NA,0.00
104253,Idaho_Valley,81.63,Idaho_Boise,18.37,NA,0.00,NA,0.00
68095,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00
95452,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
64852,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00
119038,Washington_Yakima,100.00,NA,0.00,NA,0.00,NA,0.00
101511,Idaho_Fremont,100.00,NA,0.00,NA,0.00,NA,0.00
104732,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00
55161,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
116763,Idaho_Clearwater,100.00,NA,0.00,NA,0.00,NA,0.00
93550,California_Shasta,100.00,NA,0.00,NA,0.00,NA,0.00
114387,Oregon_Polk,100.00,Oregon_Yamhill,0.00,NA,0.00,NA,0.00
119062,Washington_Whitman,100.00,NA,0.00,NA,0.00,NA,0.00
58864,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
