sample_unit_id,State_County1,State_County1_Percent,State_County2,State_County2_Percent,State_County3,State_County3_Percent,State_County4,State_County4_Percent
110737,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00
98219,Oregon_Malheur,100.00,NA,0.00,NA,0.00,NA,0.00
78252,California_San Francisco,0.53,NA,0.00,NA,0.00,NA,0.00
60692,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00
125501,Washington_Grays Harbor,100.00,NA,0.00,NA,0.00,NA,0.00
51917,California_San Bernardino,55.73,California_Riverside,44.27,NA,0.00,NA,0.00
84751,California_Butte,100.00,NA,0.00,NA,0.00,NA,0.00
111637,Oregon_Morrow,100.00,NA,0.00,NA,0.00,NA,0.00
54216,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
99584,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
101501,Idaho_Clark,100.00,NA,0.00,NA,0.00,NA,0.00
107449,Oregon_Deschutes,100.00,NA,0.00,NA,0.00,NA,0.00
118128,Washington_Franklin,100.00,NA,0.00,NA,0.00,NA,0.00
76876,California_San Joaquin,100.00,NA,0.00,NA,0.00,NA,0.00
106094,Oregon_Malheur,79.34,Oregon_Baker,20.66,NA,0.00,NA,0.00
106965,Oregon_Coos,100.00,NA,0.00,NA,0.00,NA,0.00
101883,Oregon_Jackson,100.00,NA,0.00,NA,0.00,NA,0.00
99161,Idaho_Elmore,100.00,NA,0.00,NA,0.00,NA,0.00
94464,California_Trinity,100.00,NA,0.00,NA,0.00,NA,0.00
65303,California_San Luis Obispo,96.14,California_Monterey,3.86,NA,0.00,NA,0.00
120870,Oregon_Clatsop,60.82,Washington_Wahkiakum,39.18,NA,0.00,NA,0.00
108889,Idaho_Idaho,98.83,Idaho_Valley,1.17,NA,0.00,NA,0.00
94058,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
75477,California_San Mateo,98.52,NA,0.00,NA,0.00,NA,0.00
119025,Washington_Cowlitz,100.00,NA,0.00,NA,0.00,NA,0.00
102875,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00
91706,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00
90847,Idaho_Oneida,100.00,NA,0.00,NA,0.00,NA,0.00
110225,Oregon_Linn,100.00,NA,0.00,NA,0.00,NA,0.00
126476,Washington_Stevens,99.38,Washington_Pend Oreille,0.62,NA,0.00,NA,0.00
57929,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
105150,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00
101439,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
98249,Idaho_Blaine,100.00,NA,0.00,NA,0.00,NA,0.00
115332,Washington_Klickitat,45.73,Oregon_Sherman,43.89,Oregon_Wasco,10.38,NA,0.00
122284,Washington_Kittitas,100.00,NA,0.00,NA,0.00,NA,0.00
99560,California_Siskiyou,61.73,Oregon_Josephine,38.27,NA,0.00,NA,0.00
111648,Oregon_Union,98.75,Oregon_Umatilla,1.25,NA,0.00,NA,0.00
71344,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00
104651,Oregon_Coos,100.00,NA,0.00,NA,0.00,NA,0.00
101464,Oregon_Malheur,100.00,NA,0.00,NA,0.00,NA,0.00
82889,California_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
60216,California_San Luis Obispo,67.82,California_Kern,16.29,California_Santa Barbara,15.78,California_Ventura,0.11
69929,California_San Benito,99.35,California_Monterey,0.65,NA,0.00,NA,0.00
121804,Washington_Lewis,100.00,NA,0.00,NA,0.00,NA,0.00
102425,Idaho_Lemhi,100.00,NA,0.00,NA,0.00,NA,0.00
77357,California_Mono,100.00,NA,0.00,NA,0.00,NA,0.00
117220,Idaho_Latah,100.00,NA,0.00,NA,0.00,NA,0.00
57904,California_Ventura,100.00,NA,0.00,NA,0.00,NA,0.00
100496,Oregon_Klamath,96.17,Oregon_Jackson,3.83,NA,0.00,NA,0.00
91310,Idaho_Oneida,100.00,NA,0.00,NA,0.00,NA,0.00
111606,Oregon_Benton,98.94,Oregon_Linn,1.06,NA,0.00,NA,0.00
120457,Washington_Spokane,99.81,Washington_Whitman,0.19,NA,0.00,NA,0.00
105622,Oregon_Grant,100.00,NA,0.00,NA,0.00,NA,0.00
91248,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00
95935,Idaho_Minidoka,61.17,Idaho_Lincoln,38.83,NA,0.00,NA,0.00
111627,Oregon_Wasco,100.00,NA,0.00,NA,0.00,NA,0.00
94052,Oregon_Malheur,94.10,Nevada_Humboldt,5.90,NA,0.00,NA,0.00
129701,Washington_Okanogan,100.00,NA,0.00,NA,0.00,NA,0.00
114899,Washington_Asotin,100.00,NA,0.00,NA,0.00,NA,0.00
66229,California_Monterey,100.00,NA,0.00,NA,0.00,NA,0.00
128284,Washington_Jefferson,100.00,NA,0.00,NA,0.00,NA,0.00
109818,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00
48677,California_Riverside,90.54,California_Imperial,9.46,NA,0.00,NA,0.00
96830,Oregon_Malheur,100.00,NA,0.00,NA,0.00,NA,0.00
64866,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00
127812,Washington_Grays Harbor,6.44,NA,0.00,NA,0.00,NA,0.00
87074,California_Plumas,100.00,NA,0.00,NA,0.00,NA,0.00
112571,Oregon_Umatilla,100.00,NA,0.00,NA,0.00,NA,0.00
56058,California_Los Angeles,100.00,NA,0.00,NA,0.00,NA,0.00
99104,Oregon_Jackson,100.00,NA,0.00,NA,0.00,NA,0.00
100106,Idaho_Custer,50.80,Idaho_Butte,49.20,NA,0.00,NA,0.00
106532,Oregon_Crook,100.00,NA,0.00,NA,0.00,NA,0.00
119981,Washington_Adams,100.00,NA,0.00,NA,0.00,NA,0.00
75494,California_Tuolumne,58.98,California_Stanislaus,41.02,NA,0.00,NA,0.00
105641,Idaho_Adams,95.36,Idaho_Gem,4.61,Idaho_Washington,0.03,NA,0.00
47731,California_San Diego,100.00,NA,0.00,NA,0.00,NA,0.00
105594,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00
126456,Washington_Chelan,82.14,Washington_Okanogan,17.86,NA,0.00,NA,0.00
89363,California_Mendocino,100.00,NA,0.00,NA,0.00,NA,0.00
67628,California_Kings,55.99,California_Tulare,44.01,NA,0.00,NA,0.00
118551,Oregon_Tillamook,100.00,NA,0.00,NA,0.00,NA,0.00
114908,Idaho_Clearwater,100.00,NA,0.00,NA,0.00,NA,0.00
48670,California_Imperial,100.00,NA,0.00,NA,0.00,NA,0.00
127411,Idaho_Boundary,100.00,NA,0.00,NA,0.00,NA,0.00
78259,California_Contra Costa,100.00,NA,0.00,NA,0.00,NA,0.00
60237,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
124579,Washington_Mason,37.13,Washington_Grays Harbor,33.01,Washington_Thurston,29.87,NA,0.00
130171,Washington_Okanogan,75.73,NA,0.00,NA,0.00,NA,0.00
54690,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
85677,California_Butte,100.00,NA,0.00,NA,0.00,NA,0.00
110712,Oregon_Morrow,65.71,Oregon_Grant,34.29,NA,0.00,NA,0.00
52819,California_Orange,100.00,NA,0.00,NA,0.00,NA,0.00
101434,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
97795,Idaho_Bingham,82.39,Idaho_Butte,17.61,NA,0.00,NA,0.00
102824,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
121369,Washington_Grant,94.78,Washington_Adams,5.22,NA,0.00,NA,0.00
75952,California_San Joaquin,57.33,California_Stanislaus,42.67,NA,0.00,NA,0.00
106095,Oregon_Baker,99.95,Oregon_Malheur,0.05,NA,0.00,NA,0.00
68563,California_Fresno,82.47,California_Tulare,17.53,NA,0.00,NA,0.00
107428,Oregon_Coos,100.00,NA,0.00,NA,0.00,NA,0.00
104194,Oregon_Douglas,100.00,NA,0.00,NA,0.00,NA,0.00
97758,Oregon_Malheur,100.00,NA,0.00,NA,0.00,NA,0.00
92150,California_Trinity,100.00,NA,0.00,NA,0.00,NA,0.00
64380,California_Kern,91.99,California_San Luis Obispo,8.01,NA,0.00,NA,0.00
105647,Idaho_Valley,100.00,NA,0.00,NA,0.00,NA,0.00
90770,California_Shasta,100.00,NA,0.00,NA,0.00,NA,0.00
132460,Washington_Whatcom,100.00,NA,0.00,NA,0.00,NA,0.00
117174,Washington_Clark,53.26,Washington_Skamania,46.74,NA,0.00,NA,0.00
104262,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00
74121,California_Mono,100.00,NA,0.00,NA,0.00,NA,0.00
119078,Idaho_Shoshone,100.00,NA,0.00,NA,0.00,NA,0.00
91699,California_Shasta,100.00,NA,0.00,NA,0.00,NA,0.00
115778,Oregon_Yamhill,91.86,Oregon_Washington,8.14,NA,0.00,NA,0.00
125086,Washington_Stevens,100.00,NA,0.00,NA,0.00,NA,0.00
62102,California_Inyo,95.14,Nevada_Nye,4.86,NA,0.00,NA,0.00
85227,California_Lassen,81.15,Nevada_Washoe,18.85,NA,0.00,NA,0.00
102844,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00
48181,California_Los Angeles,3.80,NA,0.00,NA,0.00,NA,0.00
97734,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
98238,Idaho_Elmore,100.00,NA,0.00,NA,0.00,NA,0.00
111622,Oregon_Jefferson,56.50,Oregon_Wasco,43.50,NA,0.00,NA,0.00
120435,Washington_Kittitas,80.80,Washington_Grant,19.20,NA,0.00,NA,0.00
95386,California_Humboldt,100.00,NA,0.00,NA,0.00,NA,0.00
113041,Oregon_Wallowa,87.69,Oregon_Union,12.31,NA,0.00,NA,0.00
69488,California_Fresno,100.00,NA,0.00,NA,0.00,NA,0.00
125046,Washington_Pierce,100.00,NA,0.00,NA,0.00,NA,0.00
96816,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00
124633,Idaho_Bonner,100.00,NA,0.00,NA,0.00,NA,0.00
84735,California_Mendocino,100.00,NA,0.00,NA,0.00,NA,0.00
58818,California_Santa Barbara,100.00,NA,0.00,NA,0.00,NA,0.00
131519,Washington_Clallam,100.00,NA,0.00,NA,0.00,NA,0.00
69001,California_Monterey,100.00,NA,0.00,NA,0.00,NA,0.00
121342,Washington_Lewis,100.00,NA,0.00,NA,0.00,NA,0.00
103809,Idaho_Lemhi,79.68,Idaho_Custer,20.32,NA,0.00,NA,0.00
54700,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
74583,California_Mono,100.00,NA,0.00,NA,0.00,NA,0.00
116762,Idaho_Clearwater,100.00,NA,0.00,NA,0.00,NA,0.00
55121,California_Ventura,19.11,NA,0.00,NA,0.00,NA,0.00
98186,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00
93621,Idaho_Cassia,100.00,NA,0.00,NA,0.00,NA,0.00
114842,Oregon_Lincoln,11.39,NA,0.00,NA,0.00,NA,0.00
121378,Washington_Lincoln,97.71,Washington_Spokane,2.29,NA,0.00,NA,0.00
62557,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00
108390,Oregon_Wheeler,54.77,Oregon_Crook,45.23,NA,0.00,NA,0.00
93099,California_Modoc,100.00,NA,0.00,NA,0.00,NA,0.00
97783,Idaho_Blaine,93.87,Idaho_Lincoln,6.13,NA,0.00,NA,0.00
107899,Oregon_Douglas,100.00,NA,0.00,NA,0.00,NA,0.00
125524,Washington_Chelan,100.00,NA,0.00,NA,0.00,NA,0.00
91675,California_Humboldt,44.04,NA,0.00,NA,0.00,NA,0.00
114440,Idaho_Lewis,100.00,NA,0.00,NA,0.00,NA,0.00
72710,California_Merced,100.00,NA,0.00,NA,0.00,NA,0.00
127828,Washington_Island,58.74,Washington_Kitsap,34.97,Washington_Snohomish,6.29,NA,0.00
112598,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00
46821,California_Imperial,100.00,NA,0.00,NA,0.00,NA,0.00
100524,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00
73632,California_Santa Clara,100.00,NA,0.00,NA,0.00,NA,0.00
65325,California_Inyo,79.46,California_Tulare,20.54,NA,0.00,NA,0.00
132009,Washington_Whatcom,37.01,NA,0.00,NA,0.00,NA,0.00
94072,Idaho_Twin Falls,100.00,NA,0.00,NA,0.00,NA,0.00
102433,Idaho_Clark,100.00,NA,0.00,NA,0.00,NA,0.00
57006,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
82908,California_Placer,94.04,California_Nevada,5.96,NA,0.00,NA,0.00
110251,Oregon_Grant,84.99,Oregon_Umatilla,15.01,NA,0.00,NA,0.00
58373,California_Los Angeles,97.01,California_Kern,2.99,NA,0.00,NA,0.00
100491,Oregon_Jackson,100.00,NA,0.00,NA,0.00,NA,0.00
99640,Idaho_Custer,98.98,Idaho_Butte,1.02,NA,0.00,NA,0.00
108386,Oregon_Crook,100.00,NA,0.00,NA,0.00,NA,0.00
123223,Washington_Lincoln,98.19,Washington_Grant,1.81,NA,0.00,NA,0.00
74110,California_Mariposa,100.00,NA,0.00,NA,0.00,NA,0.00
104708,Oregon_Malheur,99.57,Idaho_Washington,0.43,NA,0.00,NA,0.00
101886,Oregon_Klamath,99.79,Oregon_Jackson,0.21,NA,0.00,NA,0.00
93994,California_Humboldt,100.00,NA,0.00,NA,0.00,NA,0.00
71333,California_Madera,99.57,California_Fresno,0.43,NA,0.00,NA,0.00
113524,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00
49126,California_San Diego,100.00,NA,0.00,NA,0.00,NA,0.00
77337,California_Contra Costa,100.00,NA,0.00,NA,0.00,NA,0.00
61625,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
128746,Washington_Jefferson,77.18,Washington_Clallam,22.82,NA,0.00,NA,0.00
127390,Washington_Okanogan,100.00,NA,0.00,NA,0.00,NA,0.00
52833,California_San Bernardino,68.80,California_Riverside,31.20,NA,0.00,NA,0.00
82895,California_Sutter,65.51,California_Colusa,33.98,California_Yolo,0.51,NA,0.00
115338,Washington_Klickitat,72.13,Oregon_Gilliam,27.87,NA,0.00,NA,0.00
54210,California_Los Angeles,99.29,California_San Bernardino,0.71,NA,0.00,NA,0.00
96343,California_Modoc,84.55,Oregon_Lake,15.45,NA,0.00,NA,0.00
97790,Idaho_Blaine,62.01,Idaho_Butte,37.99,NA,0.00,NA,0.00
103745,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00
122757,Washington_Grant,100.00,NA,0.00,NA,0.00,NA,0.00
73174,California_Merced,100.00,NA,0.00,NA,0.00,NA,0.00
101933,Idaho_Canyon,96.96,Idaho_Ada,3.04,NA,0.00,NA,0.00
66243,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00
89472,Idaho_Bear Lake,62.68,Utah_Rich,37.29,Wyoming_Lincoln,0.02,NA,0.00
96842,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
82419,California_Sonoma,100.00,NA,0.00,NA,0.00,NA,0.00
62533,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00
107968,Idaho_Valley,94.40,Idaho_Idaho,5.60,NA,0.00,NA,0.00
88453,California_Tehama,100.00,NA,0.00,NA,0.00,NA,0.00
108436,Idaho_Lemhi,100.00,NA,0.00,NA,0.00,NA,0.00
94062,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
90305,California_Tehama,64.31,California_Shasta,35.69,NA,0.00,NA,0.00
129670,Washington_Clallam,100.00,NA,0.00,NA,0.00,NA,0.00
127392,Washington_Okanogan,100.00,NA,0.00,NA,0.00,NA,0.00
53296,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
82901,California_Nevada,100.00,NA,0.00,NA,0.00,NA,0.00
113487,Oregon_Morrow,100.00,NA,0.00,NA,0.00,NA,0.00
53746,California_Los Angeles,73.73,California_Orange,26.27,NA,0.00,NA,0.00
96807,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
95486,Idaho_Bingham,100.00,NA,0.00,NA,0.00,NA,0.00
104672,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00
116263,Washington_Klickitat,100.00,NA,0.00,NA,0.00,NA,0.00
95387,California_Humboldt,100.00,NA,0.00,NA,0.00,NA,0.00
104714,Idaho_Washington,69.73,Idaho_Gem,30.27,NA,0.00,NA,0.00
68096,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00
95913,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
80567,California_Marin,26.87,NA,0.00,NA,0.00,NA,0.00
64850,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00
131073,Washington_Skagit,99.42,Washington_Whatcom,0.58,NA,0.00,NA,0.00
116712,Washington_Skamania,100.00,NA,0.00,NA,0.00,NA,0.00
104267,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00
73197,California_Mono,100.00,NA,0.00,NA,0.00,NA,0.00
118152,Idaho_Shoshone,100.00,NA,0.00,NA,0.00,NA,0.00
92164,California_Shasta,100.00,NA,0.00,NA,0.00,NA,0.00
113929,Oregon_Clackamas,100.00,NA,0.00,NA,0.00,NA,0.00
124163,Washington_Pend Oreille,63.79,Washington_Spokane,36.21,NA,0.00,NA,0.00
58862,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
83837,California_Sierra,97.71,Nevada_Washoe,2.29,NA,0.00,NA,0.00
102849,Oregon_Malheur,100.00,NA,0.00,NA,0.00,NA,0.00
96809,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00
101478,Idaho_Elmore,64.92,Idaho_Boise,35.08,NA,0.00,NA,0.00
109766,Oregon_Deschutes,68.27,Oregon_Jefferson,31.73,NA,0.00,NA,0.00
129688,Washington_Skagit,100.00,NA,0.00,NA,0.00,NA,0.00
97237,California_Humboldt,99.37,NA,0.00,NA,0.00,NA,0.00
115353,Washington_Walla Walla,100.00,NA,0.00,NA,0.00,NA,0.00
70878,California_Fresno,83.45,California_Inyo,16.55,NA,0.00,NA,0.00
126434,Washington_Mason,79.05,Washington_Kitsap,20.95,NA,0.00,NA,0.00
94969,Oregon_Harney,88.53,Nevada_Humboldt,11.47,NA,0.00,NA,0.00
125090,Washington_Pend Oreille,92.59,Idaho_Bonner,7.41,NA,0.00,NA,0.00
86120,California_Mendocino,52.97,NA,0.00,NA,0.00,NA,0.00
59286,California_Santa Barbara,100.00,NA,0.00,NA,0.00,NA,0.00
131983,Washington_Clallam,79.77,NA,0.00,NA,0.00,NA,0.00
122741,Washington_Yakima,58.89,Washington_Kittitas,41.11,NA,0.00,NA,0.00
104276,Idaho_Lemhi,100.00,NA,0.00,NA,0.00,NA,0.00
53775,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
73188,California_Madera,100.00,NA,0.00,NA,0.00,NA,0.00
119536,Idaho_Benewah,100.00,NA,0.00,NA,0.00,NA,0.00
99577,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00
93624,Idaho_Cassia,60.39,Idaho_Power,39.61,NA,0.00,NA,0.00
112989,Oregon_Lincoln,72.02,NA,0.00,NA,0.00,NA,0.00
117674,Washington_Garfield,60.54,Washington_Whitman,39.46,NA,0.00,NA,0.00
63947,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00
107930,Oregon_Grant,70.49,Oregon_Wheeler,29.51,NA,0.00,NA,0.00
89856,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00
97785,Idaho_Blaine,100.00,NA,0.00,NA,0.00,NA,0.00
106975,Oregon_Douglas,57.20,Oregon_Lane,42.80,NA,0.00,NA,0.00
126448,Washington_Snohomish,89.17,Washington_Chelan,10.83,NA,0.00,NA,0.00
90295,California_Trinity,100.00,NA,0.00,NA,0.00,NA,0.00
114901,Idaho_Nez Perce,100.00,NA,0.00,NA,0.00,NA,0.00
71319,California_San Benito,93.57,California_Merced,6.43,NA,0.00,NA,0.00
128288,Washington_Jefferson,100.00,NA,0.00,NA,0.00,NA,0.00
112134,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00
44970,California_Imperial,75.40,NA,0.00,NA,0.00,NA,0.00
100989,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00
76407,California_Alameda,100.00,NA,0.00,NA,0.00,NA,0.00
63938,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00
93144,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
58398,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
80129,California_El Dorado,100.00,NA,0.00,NA,0.00,NA,0.00
115349,Washington_Walla Walla,87.86,Oregon_Umatilla,12.14,NA,0.00,NA,0.00
56523,California_Los Angeles,100.00,NA,0.00,NA,0.00,NA,0.00
97720,California_Siskiyou,100.00,NA,0.00,NA,0.00,NA,0.00
98252,Idaho_Butte,98.53,Idaho_Blaine,1.47,NA,0.00,NA,0.00
107462,Oregon_Crook,100.00,NA,0.00,NA,0.00,NA,0.00
119512,Washington_Grant,84.89,Washington_Benton,15.11,NA,0.00,NA,0.00
74571,California_Mariposa,100.00,NA,0.00,NA,0.00,NA,0.00
103782,Oregon_Malheur,99.99,Idaho_Payette,0.01,NA,0.00,NA,0.00
50044,California_San Diego,100.00,NA,0.00,NA,0.00,NA,0.00
105127,Oregon_Douglas,100.00,NA,0.00,NA,0.00,NA,0.00
99154,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
93995,California_Humboldt,100.00,NA,0.00,NA,0.00,NA,0.00
69475,California_Fresno,100.00,NA,0.00,NA,0.00,NA,0.00
116236,Oregon_Tillamook,100.00,NA,0.00,NA,0.00,NA,0.00
115377,Idaho_Clearwater,100.00,NA,0.00,NA,0.00,NA,0.00
50522,California_Riverside,100.00,NA,0.00,NA,0.00,NA,0.00
77334,California_Contra Costa,96.61,California_Alameda,3.39,NA,0.00,NA,0.00
118557,Oregon_Columbia,100.00,NA,0.00,NA,0.00,NA,0.00
103335,Idaho_Custer,99.92,Idaho_Boise,0.08,NA,0.00,NA,0.00
45439,California_Imperial,100.00,NA,0.00,NA,0.00,NA,0.00
89391,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00
94539,Idaho_Twin Falls,88.52,Idaho_Jerome,11.48,NA,0.00,NA,0.00
127350,Washington_Grays Harbor,100.00,NA,0.00,NA,0.00,NA,0.00
125539,Washington_Okanogan,87.75,Washington_Douglas,12.25,NA,0.00,NA,0.00
52834,California_San Bernardino,90.16,California_Riverside,9.84,NA,0.00,NA,0.00
80580,California_Yolo,98.16,California_Solano,1.84,NA,0.00,NA,0.00
113948,Oregon_Gilliam,100.00,NA,0.00,NA,0.00,NA,0.00
94951,California_Modoc,100.00,NA,0.00,NA,0.00,NA,0.00
95947,Idaho_Bingham,100.00,NA,0.00,NA,0.00,NA,0.00
113010,Oregon_Wasco,99.99,Oregon_Clackamas,0.01,NA,0.00,NA,0.00
119041,Washington_Yakima,100.00,NA,0.00,NA,0.00,NA,0.00
97240,California_Del Norte,78.55,California_Humboldt,21.45,NA,0.00,NA,0.00
109334,Oregon_Baker,98.68,Oregon_Union,1.32,NA,0.00,NA,0.00
65790,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00
94992,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00
80573,California_Napa,65.38,California_Sonoma,34.62,NA,0.00,NA,0.00
60682,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00
131993,Washington_San Juan,100.00,NA,0.00,NA,0.00,NA,0.00
119495,Washington_Skamania,98.11,Washington_Lewis,1.89,NA,0.00,NA,0.00
101051,Idaho_Fremont,99.51,Wyoming_Teton,0.49,NA,0.00,NA,0.00
55166,California_San Bernardino,76.52,Arizona_Mohave,23.48,NA,0.00,NA,0.00
58366,California_Ventura,100.00,NA,0.00,NA,0.00,NA,0.00
91695,California_Shasta,100.00,NA,0.00,NA,0.00,NA,0.00
115780,Oregon_Washington,63.34,Oregon_Clackamas,36.62,Oregon_Multnomah,0.05,NA,0.00
118595,Washington_Adams,68.78,Washington_Franklin,31.22,NA,0.00,NA,0.00
60712,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
105160,Oregon_Grant,59.91,Oregon_Harney,40.09,NA,0.00,NA,0.00
101018,Idaho_Elmore,100.00,NA,0.00,NA,0.00,NA,0.00
109306,Oregon_Deschutes,85.20,Oregon_Jefferson,14.80,NA,0.00,NA,0.00
128302,Washington_Snohomish,100.00,NA,0.00,NA,0.00,NA,0.00
112121,Oregon_Wallowa,100.00,NA,0.00,NA,0.00,NA,0.00
72261,California_Madera,100.00,NA,0.00,NA,0.00,NA,0.00
129682,Washington_Snohomish,67.10,Washington_Skagit,32.90,NA,0.00,NA,0.00
50063,California_Riverside,100.00,NA,0.00,NA,0.00,NA,0.00
95898,Oregon_Malheur,98.71,Oregon_Harney,1.29,NA,0.00,NA,0.00
126943,Washington_Pend Oreille,85.69,Idaho_Bonner,14.31,NA,0.00,NA,0.00
86597,California_Glenn,100.00,NA,0.00,NA,0.00,NA,0.00
62544,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00
66685,California_Monterey,99.36,California_San Luis Obispo,0.64,NA,0.00,NA,0.00
120884,Washington_Lewis,100.00,NA,0.00,NA,0.00,NA,0.00
105659,Idaho_Lemhi,100.00,NA,0.00,NA,0.00,NA,0.00
54240,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
75967,California_Tuolumne,92.36,California_Mono,7.64,NA,0.00,NA,0.00
120928,Idaho_Shoshone,100.00,NA,0.00,NA,0.00,NA,0.00
56067,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
95396,California_Siskiyou,54.53,California_Trinity,45.47,NA,0.00,NA,0.00
91783,Idaho_Franklin,75.61,Idaho_Caribou,24.39,NA,0.00,NA,0.00
102369,Oregon_Harney,77.34,Oregon_Lake,22.66,NA,0.00,NA,0.00
117680,Idaho_Latah,100.00,NA,0.00,NA,0.00,NA,0.00
62090,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
76883,California_Calaveras,100.00,NA,0.00,NA,0.00,NA,0.00
106082,Oregon_Grant,100.00,NA,0.00,NA,0.00,NA,0.00
88467,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00
108374,Oregon_Lane,100.00,NA,0.00,NA,0.00,NA,0.00
123672,Washington_Kittitas,69.11,Washington_Chelan,30.89,NA,0.00,NA,0.00
88446,California_Tehama,100.00,NA,0.00,NA,0.00,NA,0.00
70397,California_Fresno,100.00,NA,0.00,NA,0.00,NA,0.00
126906,Washington_Snohomish,85.46,Washington_King,14.54,NA,0.00,NA,0.00
112594,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00
45887,California_San Diego,100.00,NA,0.00,NA,0.00,NA,0.00
100991,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00
125560,Idaho_Bonner,74.03,Idaho_Boundary,25.97,NA,0.00,NA,0.00
56963,California_Santa Barbara,17.01,NA,0.00,NA,0.00,NA,0.00
79643,California_Marin,100.00,NA,0.00,NA,0.00,NA,0.00
61149,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00
131087,Washington_Okanogan,100.00,NA,0.00,NA,0.00,NA,0.00
129249,Washington_Ferry,100.00,NA,0.00,NA,0.00,NA,0.00
56086,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00
81978,California_Placer,71.76,California_El Dorado,28.24,NA,0.00,NA,0.00
114882,Oregon_Umatilla,100.00,NA,0.00,NA,0.00,NA,0.00
