sample_unit_id,State1,State1_Percent,State2,State2_Percent,State3,State3_Percent
88449,California,100.00,NA,0.00,NA,0.00
69931,California,100.00,NA,0.00,NA,0.00
126905,Washington,100.00,NA,0.00,NA,0.00
112131,Idaho,100.00,NA,0.00,NA,0.00
46351,California,100.00,NA,0.00,NA,0.00
100993,Oregon,100.00,NA,0.00,NA,0.00
127405,Washington,100.00,NA,0.00,NA,0.00
57426,California,7.20,NA,0.00,NA,0.00
79181,California,100.00,NA,0.00,NA,0.00
59300,California,100.00,NA,0.00,NA,0.00
131550,Washington,30.92,NA,0.00,NA,0.00
56549,California,100.00,NA,0.00,NA,0.00
83367,California,100.00,NA,0.00,NA,0.00
115345,Washington,64.82,Oregon,35.18,NA,0.00
51436,California,100.00,NA,0.00,NA,0.00
97722,California,59.99,Oregon,40.01,NA,0.00
100579,Idaho,100.00,NA,0.00,NA,0.00
105597,Oregon,100.00,NA,0.00,NA,0.00
116270,Washington,100.00,NA,0.00,NA,0.00
79659,California,100.00,NA,0.00,NA,0.00
108413,Oregon,100.00,NA,0.00,NA,0.00
46344,California,100.00,NA,0.00,NA,0.00
103256,Oregon,55.82,NA,0.00,NA,0.00
103736,Oregon,100.00,NA,0.00,NA,0.00
100084,Idaho,100.00,NA,0.00,NA,0.00
91682,California,100.00,NA,0.00,NA,0.00
71329,California,100.00,NA,0.00,NA,0.00
122257,Washington,100.00,NA,0.00,NA,0.00
107037,Idaho,100.00,NA,0.00,NA,0.00
74551,California,100.00,NA,0.00,NA,0.00
62521,California,87.74,NA,0.00,NA,0.00
119016,Oregon,100.00,NA,0.00,NA,0.00
103329,Idaho,100.00,NA,0.00,NA,0.00
88923,California,100.00,NA,0.00,NA,0.00
91763,Idaho,100.00,NA,0.00,NA,0.00
111148,Oregon,100.00,NA,0.00,NA,0.00
126005,Washington,100.00,NA,0.00,NA,0.00
56536,California,100.00,NA,0.00,NA,0.00
103301,Oregon,100.00,NA,0.00,NA,0.00
99589,Oregon,100.00,NA,0.00,NA,0.00
100100,Idaho,100.00,NA,0.00,NA,0.00
114402,Oregon,100.00,NA,0.00,NA,0.00
120429,Washington,100.00,NA,0.00,NA,0.00
100948,Oregon,100.00,NA,0.00,NA,0.00
109800,Oregon,100.00,NA,0.00,NA,0.00
72736,California,72.72,Nevada,27.28,NA,0.00
103264,Oregon,100.00,NA,0.00,NA,0.00
98224,Idaho,98.49,Oregon,1.51,NA,0.00
80575,California,100.00,NA,0.00,NA,0.00
61606,California,100.00,NA,0.00,NA,0.00
70386,California,100.00,NA,0.00,NA,0.00
119957,Washington,100.00,NA,0.00,NA,0.00
55127,California,100.00,NA,0.00,NA,0.00
94006,California,100.00,NA,0.00,NA,0.00
101973,Idaho,100.00,NA,0.00,NA,0.00
90390,Idaho,100.00,NA,0.00,NA,0.00
111140,Oregon,100.00,NA,0.00,NA,0.00
123236,Washington,100.00,NA,0.00,NA,0.00
106090,Oregon,100.00,NA,0.00,NA,0.00
96850,Idaho,100.00,NA,0.00,NA,0.00
110237,Oregon,100.00,NA,0.00,NA,0.00
127386,Washington,100.00,NA,0.00,NA,0.00
109343,Oregon,78.43,Idaho,21.57,NA,0.00
67620,California,100.00,NA,0.00,NA,0.00
127370,Washington,100.00,NA,0.00,NA,0.00
49601,California,100.00,NA,0.00,NA,0.00
96824,Oregon,100.00,NA,0.00,NA,0.00
87053,California,100.00,NA,0.00,NA,0.00
63927,California,100.00,NA,0.00,NA,0.00
95955,Idaho,100.00,NA,0.00,NA,0.00
108439,Idaho,100.00,NA,0.00,NA,0.00
84291,California,100.00,NA,0.00,NA,0.00
111178,Oregon,100.00,NA,0.00,NA,0.00
57453,California,100.00,NA,0.00,NA,0.00
99565,Oregon,100.00,NA,0.00,NA,0.00
100571,Idaho,100.00,NA,0.00,NA,0.00
102828,Oregon,100.00,NA,0.00,NA,0.00
121837,Washington,100.00,NA,0.00,NA,0.00
60708,California,100.00,NA,0.00,NA,0.00
79199,California,100.00,NA,0.00,NA,0.00
105639,Idaho,100.00,NA,0.00,NA,0.00
50050,California,100.00,NA,0.00,NA,0.00
108830,Oregon,100.00,NA,0.00,NA,0.00
125071,Washington,100.00,NA,0.00,NA,0.00
87511,California,100.00,NA,0.00,NA,0.00
67625,California,100.00,NA,0.00,NA,0.00
126445,Washington,100.00,NA,0.00,NA,0.00
113058,Idaho,100.00,NA,0.00,NA,0.00
45891,California,100.00,NA,0.00,NA,0.00
99607,Oregon,100.00,NA,0.00,NA,0.00
62084,California,100.00,NA,0.00,NA,0.00
126431,Washington,100.00,NA,0.00,NA,0.00
129253,Washington,83.50,NA,0.00,NA,0.00
51915,California,100.00,NA,0.00,NA,0.00
84285,California,100.00,NA,0.00,NA,0.00
112099,Oregon,100.00,NA,0.00,NA,0.00
51903,California,100.00,NA,0.00,NA,0.00
101432,Oregon,100.00,NA,0.00,NA,0.00
96403,Idaho,100.00,NA,0.00,NA,0.00
107451,Oregon,100.00,NA,0.00,NA,0.00
120902,Washington,100.00,NA,0.00,NA,0.00
76416,California,100.00,NA,0.00,NA,0.00
107482,Oregon,100.00,NA,0.00,NA,0.00
106967,Oregon,100.00,NA,0.00,NA,0.00
103267,Oregon,100.00,NA,0.00,NA,0.00
95905,Oregon,100.00,NA,0.00,NA,0.00
93999,California,100.00,NA,0.00,NA,0.00
62522,California,100.00,NA,0.00,NA,0.00
120411,Washington,100.00,NA,0.00,NA,0.00
107961,Idaho,100.00,NA,0.00,NA,0.00
61132,California,100.00,NA,0.00,NA,0.00
132924,Washington,100.00,NA,0.00,NA,0.00
118100,Washington,100.00,NA,0.00,NA,0.00
101954,Idaho,100.00,NA,0.00,NA,0.00
91703,California,100.00,NA,0.00,NA,0.00
112538,Oregon,100.00,NA,0.00,NA,0.00
125547,Washington,100.00,NA,0.00,NA,0.00
56998,California,100.00,NA,0.00,NA,0.00
102371,Oregon,100.00,NA,0.00,NA,0.00
98244,Idaho,100.00,NA,0.00,NA,0.00
113944,Oregon,100.00,NA,0.00,NA,0.00
121817,Washington,100.00,NA,0.00,NA,0.00
101407,Oregon,100.00,NA,0.00,NA,0.00
115819,Washington,100.00,NA,0.00,NA,0.00
70421,California,100.00,NA,0.00,NA,0.00
123659,Washington,100.00,NA,0.00,NA,0.00
93177,Idaho,100.00,NA,0.00,NA,0.00
98684,Oregon,100.00,NA,0.00,NA,0.00
83807,California,100.00,NA,0.00,NA,0.00
61138,California,100.00,NA,0.00,NA,0.00
72700,California,3.84,NA,0.00,NA,0.00
123196,Washington,100.00,NA,0.00,NA,0.00
102883,Idaho,100.00,NA,0.00,NA,0.00
78746,California,94.16,Nevada,5.84,NA,0.00
118612,Idaho,100.00,NA,0.00,NA,0.00
57899,California,100.00,NA,0.00,NA,0.00
98646,Oregon,100.00,NA,0.00,NA,0.00
92236,Idaho,100.00,NA,0.00,NA,0.00
114847,Oregon,100.00,NA,0.00,NA,0.00
123233,Washington,100.00,NA,0.00,NA,0.00
63019,California,100.00,NA,0.00,NA,0.00
106547,Oregon,100.00,NA,0.00,NA,0.00
91246,California,100.00,NA,0.00,NA,0.00
95933,Idaho,100.00,NA,0.00,NA,0.00
106508,Oregon,100.00,NA,0.00,NA,0.00
129702,Washington,100.00,NA,0.00,NA,0.00
113508,Oregon,100.00,NA,0.00,NA,0.00
66689,California,100.00,NA,0.00,NA,0.00
127358,Washington,100.00,NA,0.00,NA,0.00
110745,Idaho,100.00,NA,0.00,NA,0.00
98672,Oregon,100.00,NA,0.00,NA,0.00
74553,California,100.00,NA,0.00,NA,0.00
62547,California,100.00,NA,0.00,NA,0.00
91759,Idaho,69.10,Nevada,30.90,NA,0.00
102890,Idaho,50.06,Montana,49.94,NA,0.00
87069,California,100.00,NA,0.00,NA,0.00
109794,Oregon,100.00,NA,0.00,NA,0.00
57913,California,100.00,NA,0.00,NA,0.00
100494,Oregon,100.00,NA,0.00,NA,0.00
98255,Idaho,100.00,NA,0.00,NA,0.00
105610,Oregon,100.00,NA,0.00,NA,0.00
119986,Washington,100.00,NA,0.00,NA,0.00
75038,California,100.00,NA,0.00,NA,0.00
102391,Oregon,100.00,NA,0.00,NA,0.00
103281,Oregon,100.00,NA,0.00,NA,0.00
123677,Washington,100.00,NA,0.00,NA,0.00
87514,California,100.00,NA,0.00,NA,0.00
65774,California,100.00,NA,0.00,NA,0.00
115369,Idaho,100.00,NA,0.00,NA,0.00
50516,California,100.00,NA,0.00,NA,0.00
77332,California,100.00,NA,0.00,NA,0.00
58844,California,100.00,NA,0.00,NA,0.00
123649,Washington,100.00,NA,0.00,NA,0.00
53305,California,100.00,NA,0.00,NA,0.00
86599,California,100.00,NA,0.00,NA,0.00
111170,Oregon,100.00,NA,0.00,NA,0.00
51893,California,100.00,NA,0.00,NA,0.00
98192,Oregon,100.00,NA,0.00,NA,0.00
95939,Idaho,100.00,NA,0.00,NA,0.00
103288,Oregon,100.00,NA,0.00,NA,0.00
122754,Washington,100.00,NA,0.00,NA,0.00
73639,California,100.00,NA,0.00,NA,0.00
104711,Idaho,100.00,NA,0.00,NA,0.00
67174,California,100.00,NA,0.00,NA,0.00
107892,Oregon,100.00,NA,0.00,NA,0.00
97763,Idaho,100.00,NA,0.00,NA,0.00
83346,California,100.00,NA,0.00,NA,0.00
63916,California,100.00,NA,0.00,NA,0.00
106119,Idaho,100.00,NA,0.00,NA,0.00
93141,Idaho,100.00,NA,0.00,NA,0.00
88456,California,100.00,NA,0.00,NA,0.00
58817,California,89.41,NA,0.00,NA,0.00
116242,Oregon,100.00,NA,0.00,NA,0.00
106577,Idaho,100.00,NA,0.00,NA,0.00
93136,Idaho,100.00,NA,0.00,NA,0.00
89848,California,100.00,NA,0.00,NA,0.00
93618,Idaho,100.00,NA,0.00,NA,0.00
129671,Washington,100.00,NA,0.00,NA,0.00
123686,Washington,100.00,NA,0.00,NA,0.00
53756,California,100.00,NA,0.00,NA,0.00
80586,California,100.00,NA,0.00,NA,0.00
113952,Oregon,100.00,NA,0.00,NA,0.00
97266,Oregon,100.00,NA,0.00,NA,0.00
97334,Idaho,100.00,NA,0.00,NA,0.00
113933,Oregon,100.00,NA,0.00,NA,0.00
117194,Washington,100.00,NA,0.00,NA,0.00
95389,California,100.00,NA,0.00,NA,0.00
103788,Idaho,100.00,NA,0.00,NA,0.00
68108,California,100.00,NA,0.00,NA,0.00
94988,Idaho,100.00,NA,0.00,NA,0.00
63926,California,100.00,NA,0.00,NA,0.00
118111,Washington,100.00,NA,0.00,NA,0.00
100122,Idaho,100.00,NA,0.00,NA,0.00
104268,Idaho,100.00,NA,0.00,NA,0.00
56551,California,100.00,NA,0.00,NA,0.00
117692,Idaho,100.00,NA,0.00,NA,0.00
51876,California,18.61,NA,0.00,NA,0.00
94476,California,100.00,NA,0.00,NA,0.00
113462,Oregon,100.00,NA,0.00,NA,0.00
118136,Washington,100.00,NA,0.00,NA,0.00
60248,California,100.00,NA,0.00,NA,0.00
103773,Oregon,100.00,NA,0.00,NA,0.00
101016,Idaho,100.00,NA,0.00,NA,0.00
112544,Oregon,100.00,NA,0.00,NA,0.00
127378,Washington,100.00,NA,0.00,NA,0.00
113964,Oregon,100.00,NA,0.00,NA,0.00
71342,California,100.00,NA,0.00,NA,0.00
126895,Washington,100.00,NA,0.00,NA,0.00
94968,Oregon,65.83,Nevada,34.17,NA,0.00
125557,Idaho,100.00,NA,0.00,NA,0.00
86122,California,100.00,NA,0.00,NA,0.00
60213,California,100.00,NA,0.00,NA,0.00
131521,Washington,90.89,NA,0.00,NA,0.00
67609,California,75.82,NA,0.00,NA,0.00
121351,Washington,100.00,NA,0.00,NA,0.00
105663,Idaho,100.00,NA,0.00,NA,0.00
51922,California,100.00,NA,0.00,NA,0.00
74579,California,100.00,NA,0.00,NA,0.00
119999,Idaho,100.00,NA,0.00,NA,0.00
55578,California,87.47,NA,0.00,NA,0.00
95399,California,100.00,NA,0.00,NA,0.00
94557,Idaho,100.00,NA,0.00,NA,0.00
114382,Oregon,100.00,NA,0.00,NA,0.00
116286,Washington,100.00,NA,0.00,NA,0.00
64405,California,100.00,NA,0.00,NA,0.00
106541,Oregon,100.00,NA,0.00,NA,0.00
90781,California,100.00,NA,0.00,NA,0.00
105585,Oregon,100.00,NA,0.00,NA,0.00
125526,Washington,100.00,NA,0.00,NA,0.00
88444,California,100.00,NA,0.00,NA,0.00
71789,California,100.00,NA,0.00,NA,0.00
129676,Washington,100.00,NA,0.00,NA,0.00
110743,Idaho,100.00,NA,0.00,NA,0.00
45899,California,100.00,NA,0.00,NA,0.00
98667,Oregon,100.00,NA,0.00,NA,0.00
75017,California,100.00,NA,0.00,NA,0.00
58841,California,100.00,NA,0.00,NA,0.00
132468,Washington,44.92,NA,0.00,NA,0.00
128789,Washington,100.00,NA,0.00,NA,0.00
57938,California,100.00,NA,0.00,NA,0.00
81513,California,100.00,NA,0.00,NA,0.00
113959,Oregon,100.00,NA,0.00,NA,0.00
56062,California,100.00,NA,0.00,NA,0.00
96331,California,100.00,NA,0.00,NA,0.00
99652,Idaho,100.00,NA,0.00,NA,0.00
107453,Oregon,100.00,NA,0.00,NA,0.00
119047,Washington,100.00,NA,0.00,NA,0.00
78271,California,100.00,NA,0.00,NA,0.00
105165,Oregon,100.00,NA,0.00,NA,0.00
50963,California,42.58,NA,0.00,NA,0.00
103740,Oregon,100.00,NA,0.00,NA,0.00
98694,Idaho,100.00,NA,0.00,NA,0.00
92603,California,100.00,NA,0.00,NA,0.00
69477,California,100.00,NA,0.00,NA,0.00
122264,Washington,100.00,NA,0.00,NA,0.00
114454,Idaho,100.00,NA,0.00,NA,0.00
116701,Oregon,100.00,NA,0.00,NA,0.00
103794,Idaho,100.00,NA,0.00,NA,0.00
45902,California,94.19,Arizona,5.81,NA,0.00
52808,California,33.62,NA,0.00,NA,0.00
87539,California,100.00,NA,0.00,NA,0.00
91768,Idaho,100.00,NA,0.00,NA,0.00
128739,Washington,99.11,NA,0.00,NA,0.00
124617,Washington,100.00,NA,0.00,NA,0.00
51446,California,100.00,NA,0.00,NA,0.00
104229,Oregon,100.00,NA,0.00,NA,0.00
100055,Oregon,100.00,NA,0.00,NA,0.00
95019,Idaho,100.00,NA,0.00,NA,0.00
115323,Oregon,100.00,NA,0.00,NA,0.00
118580,Washington,100.00,NA,0.00,NA,0.00
94931,California,100.00,NA,0.00,NA,0.00
109333,Oregon,100.00,NA,0.00,NA,0.00
66713,California,100.00,NA,0.00,NA,0.00
103258,Oregon,100.00,NA,0.00,NA,0.00
100078,Idaho,100.00,NA,0.00,NA,0.00
82892,California,100.00,NA,0.00,NA,0.00
60684,California,100.00,NA,0.00,NA,0.00
131066,Washington,85.71,NA,0.00,NA,0.00
72707,California,100.00,NA,0.00,NA,0.00
118107,Washington,100.00,NA,0.00,NA,0.00
98270,Idaho,100.00,NA,0.00,NA,0.00
57478,California,100.00,NA,0.00,NA,0.00
92155,California,100.00,NA,0.00,NA,0.00
101976,Idaho,100.00,NA,0.00,NA,0.00
89929,Idaho,67.27,Utah,32.73,NA,0.00
110214,Oregon,100.00,NA,0.00,NA,0.00
117209,Washington,100.00,NA,0.00,NA,0.00
108400,Oregon,100.00,NA,0.00,NA,0.00
97314,Idaho,100.00,NA,0.00,NA,0.00
111166,Oregon,100.00,NA,0.00,NA,0.00
130618,Washington,100.00,NA,0.00,NA,0.00
100016,California,100.00,NA,0.00,NA,0.00
112125,Idaho,100.00,NA,0.00,NA,0.00
69483,California,100.00,NA,0.00,NA,0.00
130145,Washington,100.00,NA,0.00,NA,0.00
50988,California,100.00,NA,0.00,NA,0.00
95899,Oregon,100.00,NA,0.00,NA,0.00
87058,California,100.00,NA,0.00,NA,0.00
62540,California,100.00,NA,0.00,NA,0.00
123200,Washington,100.00,NA,0.00,NA,0.00
97341,Idaho,100.00,NA,0.00,NA,0.00
75040,California,100.00,NA,0.00,NA,0.00
122776,Idaho,100.00,NA,0.00,NA,0.00
57921,California,100.00,NA,0.00,NA,0.00
97717,California,100.00,NA,0.00,NA,0.00
93635,Idaho,100.00,NA,0.00,NA,0.00
103759,Oregon,100.00,NA,0.00,NA,0.00
117678,Washington,100.00,NA,0.00,NA,0.00
59776,California,100.00,NA,0.00,NA,0.00
79667,California,100.00,NA,0.00,NA,0.00
107956,Idaho,100.00,NA,0.00,NA,0.00
48199,California,100.00,NA,0.00,NA,0.00
88004,California,100.00,NA,0.00,NA,0.00
110673,Oregon,100.00,NA,0.00,NA,0.00
108371,Oregon,100.00,NA,0.00,NA,0.00
125064,Washington,100.00,NA,0.00,NA,0.00
89374,California,100.00,NA,0.00,NA,0.00
70394,California,100.00,NA,0.00,NA,0.00
125051,Washington,100.00,NA,0.00,NA,0.00
109811,Idaho,100.00,NA,0.00,NA,0.00
98675,Oregon,100.00,NA,0.00,NA,0.00
128332,Washington,100.00,NA,0.00,NA,0.00
58834,California,100.00,NA,0.00,NA,0.00
128790,Washington,100.00,NA,0.00,NA,0.00
56083,California,100.00,NA,0.00,NA,0.00
83827,California,100.00,NA,0.00,NA,0.00
113954,Oregon,100.00,NA,0.00,NA,0.00
52823,California,100.00,NA,0.00,NA,0.00
97261,California,98.10,Oregon,1.90,NA,0.00
100118,Idaho,100.00,NA,0.00,NA,0.00
105603,Oregon,100.00,NA,0.00,NA,0.00
117659,Washington,100.00,NA,0.00,NA,0.00
79195,California,100.00,NA,0.00,NA,0.00
107487,Oregon,99.93,Idaho,0.07,NA,0.00
46809,California,100.00,NA,0.00,NA,0.00
103257,Oregon,100.00,NA,0.00,NA,0.00
102809,Oregon,100.00,NA,0.00,NA,0.00
100086,Idaho,100.00,NA,0.00,NA,0.00
94466,California,100.00,NA,0.00,NA,0.00
71790,California,100.00,NA,0.00,NA,0.00
120407,Oregon,100.00,NA,0.00,NA,0.00
105648,Idaho,100.00,NA,0.00,NA,0.00
116714,Washington,100.00,NA,0.00,NA,0.00
102868,Idaho,100.00,NA,0.00,NA,0.00
49605,California,100.00,NA,0.00,NA,0.00
93552,California,100.00,NA,0.00,NA,0.00
111145,Oregon,100.00,NA,0.00,NA,0.00
124159,Washington,100.00,NA,0.00,NA,0.00
56534,California,100.00,NA,0.00,NA,0.00
83373,California,100.00,NA,0.00,NA,0.00
103762,Oregon,100.00,NA,0.00,NA,0.00
100050,Oregon,100.00,NA,0.00,NA,0.00
101028,Idaho,100.00,NA,0.00,NA,0.00
115793,Washington,98.00,Oregon,2.00,NA,0.00
122749,Washington,100.00,NA,0.00,NA,0.00
98168,California,100.00,NA,0.00,NA,0.00
109339,Oregon,100.00,NA,0.00,NA,0.00
102337,Oregon,100.00,NA,0.00,NA,0.00
100535,Oregon,100.00,NA,0.00,NA,0.00
82423,California,100.00,NA,0.00,NA,0.00
60681,California,100.00,NA,0.00,NA,0.00
70391,California,100.00,NA,0.00,NA,0.00
120417,Washington,100.00,NA,0.00,NA,0.00
56978,California,100.00,NA,0.00,NA,0.00
100038,Oregon,100.00,NA,0.00,NA,0.00
92234,Idaho,100.00,NA,0.00,NA,0.00
111601,Oregon,100.00,NA,0.00,NA,0.00
121846,Washington,100.00,NA,0.00,NA,0.00
107476,Oregon,100.00,NA,0.00,NA,0.00
94491,California,100.00,NA,0.00,NA,0.00
95464,Idaho,100.00,NA,0.00,NA,0.00
109776,Oregon,100.00,NA,0.00,NA,0.00
128773,Washington,100.00,NA,0.00,NA,0.00
110270,Oregon,83.63,Idaho,16.37,NA,0.00
66233,California,100.00,NA,0.00,NA,0.00
129687,Washington,100.00,NA,0.00,NA,0.00
109360,Idaho,100.00,NA,0.00,NA,0.00
50527,California,100.00,NA,0.00,NA,0.00
97750,Oregon,100.00,NA,0.00,NA,0.00
86130,California,100.00,NA,0.00,NA,0.00
64854,California,100.00,NA,0.00,NA,0.00
96419,Idaho,100.00,NA,0.00,NA,0.00
87075,California,100.00,NA,0.00,NA,0.00
111639,Oregon,100.00,NA,0.00,NA,0.00
57918,California,100.00,NA,0.00,NA,0.00
98642,Oregon,60.57,California,39.43,NA,0.00
100110,Idaho,100.00,NA,0.00,NA,0.00
102830,Oregon,100.00,NA,0.00,NA,0.00
122302,Washington,100.00,NA,0.00,NA,0.00
59317,California,100.00,NA,0.00,NA,0.00
76423,California,100.00,NA,0.00,NA,0.00
108415,Oregon,100.00,NA,0.00,NA,0.00
50513,California,100.00,NA,0.00,NA,0.00
108370,Oregon,100.00,NA,0.00,NA,0.00
125534,Washington,100.00,NA,0.00,NA,0.00
90291,California,100.00,NA,0.00,NA,0.00
68550,California,100.00,NA,0.00,NA,0.00
125520,Washington,100.00,NA,0.00,NA,0.00
113518,Idaho,100.00,NA,0.00,NA,0.00
47280,California,100.00,NA,0.00,NA,0.00
100533,Oregon,100.00,NA,0.00,NA,0.00
78722,California,100.00,NA,0.00,NA,0.00
61623,California,100.00,NA,0.00,NA,0.00
126891,Washington,100.00,NA,0.00,NA,0.00
127396,Washington,100.00,NA,0.00,NA,0.00
51913,California,100.00,NA,0.00,NA,0.00
86603,California,100.00,NA,0.00,NA,0.00
110244,Oregon,100.00,NA,0.00,NA,0.00
53279,California,100.00,NA,0.00,NA,0.00
101430,Oregon,100.00,NA,0.00,NA,0.00
95479,Idaho,100.00,NA,0.00,NA,0.00
102821,Oregon,100.00,NA,0.00,NA,0.00
121363,Washington,100.00,NA,0.00,NA,0.00
75955,California,100.00,NA,0.00,NA,0.00
107480,Oregon,100.00,NA,0.00,NA,0.00
68562,California,100.00,NA,0.00,NA,0.00
106040,Oregon,100.00,NA,0.00,NA,0.00
105119,Oregon,100.00,NA,0.00,NA,0.00
95907,Oregon,84.45,Idaho,15.55,NA,0.00
91220,California,100.00,NA,0.00,NA,0.00
63450,California,100.00,NA,0.00,NA,0.00
107034,Idaho,100.00,NA,0.00,NA,0.00
89383,California,100.00,NA,0.00,NA,0.00
131076,Washington,100.00,NA,0.00,NA,0.00
119028,Washington,100.00,NA,0.00,NA,0.00
101951,Idaho,100.00,NA,0.00,NA,0.00
116768,Idaho,100.00,NA,0.00,NA,0.00
93558,California,100.00,NA,0.00,NA,0.00
111614,Oregon,100.00,NA,0.00,NA,0.00
126009,Washington,100.00,NA,0.00,NA,0.00
87077,California,100.00,NA,0.00,NA,0.00
103305,Oregon,100.00,NA,0.00,NA,0.00
99632,Idaho,100.00,NA,0.00,NA,0.00
112085,Oregon,100.00,NA,0.00,NA,0.00
121360,Washington,100.00,NA,0.00,NA,0.00
100020,Oregon,53.58,California,46.42,NA,0.00
114430,Washington,56.24,Oregon,43.76,NA,0.00
70418,California,100.00,NA,0.00,NA,0.00
124586,Washington,100.00,NA,0.00,NA,0.00
94563,Idaho,100.00,NA,0.00,NA,0.00
97748,Oregon,100.00,NA,0.00,NA,0.00
86587,California,100.00,NA,0.00,NA,0.00
62064,California,100.00,NA,0.00,NA,0.00
132906,Washington,46.49,NA,0.00,NA,0.00
67614,California,100.00,NA,0.00,NA,0.00
122272,Washington,100.00,NA,0.00,NA,0.00
105198,Idaho,100.00,NA,0.00,NA,0.00
79669,California,100.00,NA,0.00,NA,0.00
119540,Idaho,100.00,NA,0.00,NA,0.00
56046,California,70.99,NA,0.00,NA,0.00
98645,Oregon,100.00,NA,0.00,NA,0.00
93162,Idaho,100.00,NA,0.00,NA,0.00
114846,Oregon,100.00,NA,0.00,NA,0.00
122767,Washington,100.00,NA,0.00,NA,0.00
63480,California,100.00,NA,0.00,NA,0.00
108396,Oregon,100.00,NA,0.00,NA,0.00
91707,California,100.00,NA,0.00,NA,0.00
95004,Idaho,100.00,NA,0.00,NA,0.00
106973,Oregon,100.00,NA,0.00,NA,0.00
130624,Washington,100.00,NA,0.00,NA,0.00
114435,Washington,100.00,NA,0.00,NA,0.00
68080,California,100.00,NA,0.00,NA,0.00
130603,Washington,100.00,NA,0.00,NA,0.00
112601,Idaho,100.00,NA,0.00,NA,0.00
46357,California,100.00,NA,0.00,NA,0.00
100056,Oregon,100.00,NA,0.00,NA,0.00
125098,Idaho,50.61,Montana,49.39,NA,0.00
73629,California,100.00,NA,0.00,NA,0.00
62551,California,100.00,NA,0.00,NA,0.00
93147,Idaho,100.00,NA,0.00,NA,0.00
81982,California,100.00,NA,0.00,NA,0.00
109329,Oregon,100.00,NA,0.00,NA,0.00
56989,California,100.00,NA,0.00,NA,0.00
100954,Oregon,100.00,NA,0.00,NA,0.00
99644,Idaho,100.00,NA,0.00,NA,0.00
107921,Oregon,100.00,NA,0.00,NA,0.00
121377,Washington,100.00,NA,0.00,NA,0.00
74574,California,100.00,NA,0.00,NA,0.00
101930,Idaho,100.00,NA,0.00,NA,0.00
48192,California,32.78,NA,0.00,NA,0.00
103278,Oregon,100.00,NA,0.00,NA,0.00
125066,Washington,100.00,NA,0.00,NA,0.00
88440,California,100.00,NA,0.00,NA,0.00
67160,California,100.00,NA,0.00,NA,0.00
114451,Idaho,100.00,NA,0.00,NA,0.00
48201,California,100.00,NA,0.00,NA,0.00
79651,California,100.00,NA,0.00,NA,0.00
59768,California,100.00,NA,0.00,NA,0.00
124572,Washington,100.00,NA,0.00,NA,0.00
129244,Washington,100.00,NA,0.00,NA,0.00
53307,California,100.00,NA,0.00,NA,0.00
82434,California,100.00,NA,0.00,NA,0.00
112095,Oregon,100.00,NA,0.00,NA,0.00
52354,California,28.53,NA,0.00,NA,0.00
99116,Oregon,100.00,NA,0.00,NA,0.00
95475,Idaho,100.00,NA,0.00,NA,0.00
103750,Oregon,100.00,NA,0.00,NA,0.00
121831,Washington,100.00,NA,0.00,NA,0.00
74103,California,100.00,NA,0.00,NA,0.00
105176,Idaho,100.00,NA,0.00,NA,0.00
66244,California,100.00,NA,0.00,NA,0.00
108356,Oregon,100.00,NA,0.00,NA,0.00
90862,Idaho,54.49,Wyoming,45.51,NA,0.00
94983,Idaho,100.00,NA,0.00,NA,0.00
82420,California,100.00,NA,0.00,NA,0.00
62534,California,100.00,NA,0.00,NA,0.00
108430,Idaho,100.00,NA,0.00,NA,0.00
94529,Idaho,100.00,NA,0.00,NA,0.00
88914,California,100.00,NA,0.00,NA,0.00
59742,California,97.48,NA,0.00,NA,0.00
116245,Oregon,100.00,NA,0.00,NA,0.00
105651,Idaho,100.00,NA,0.00,NA,0.00
90311,California,100.00,NA,0.00,NA,0.00
93620,Idaho,100.00,NA,0.00,NA,0.00
130130,Washington,100.00,NA,0.00,NA,0.00
124612,Washington,100.00,NA,0.00,NA,0.00
53761,California,100.00,NA,0.00,NA,0.00
80121,California,100.00,NA,0.00,NA,0.00
115804,Washington,100.00,NA,0.00,NA,0.00
97729,Oregon,100.00,NA,0.00,NA,0.00
97340,Idaho,100.00,NA,0.00,NA,0.00
113935,Oregon,100.00,NA,0.00,NA,0.00
116729,Washington,100.00,NA,0.00,NA,0.00
59328,California,95.56,Nevada,4.44,NA,0.00
97243,California,100.00,NA,0.00,NA,0.00
103327,Idaho,100.00,NA,0.00,NA,0.00
67644,California,100.00,NA,0.00,NA,0.00
96845,Idaho,100.00,NA,0.00,NA,0.00
80105,California,100.00,NA,0.00,NA,0.00
63919,California,100.00,NA,0.00,NA,0.00
116720,Washington,100.00,NA,0.00,NA,0.00
101508,Idaho,100.00,NA,0.00,NA,0.00
55164,California,100.00,NA,0.00,NA,0.00
122782,Idaho,70.46,Montana,29.54,NA,0.00
93084,California,100.00,NA,0.00,NA,0.00
113925,Oregon,100.00,NA,0.00,NA,0.00
119057,Washington,100.00,NA,0.00,NA,0.00
59320,California,100.00,NA,0.00,NA,0.00
104237,Oregon,100.00,NA,0.00,NA,0.00
98242,Idaho,100.00,NA,0.00,NA,0.00
111618,Oregon,100.00,NA,0.00,NA,0.00
128304,Washington,100.00,NA,0.00,NA,0.00
69036,California,100.00,NA,0.00,NA,0.00
113039,Oregon,100.00,NA,0.00,NA,0.00
