1,1
1,4
1,5
1,6
1,14
1,11
1,25
1,26
1,27
1,31
1,34
1,36
1,37
1,41
2,1
2,4
2,5
2,6
2,14
2,11
2,25
2,26
2,27
2,31
2,34
2,36
2,37
2,41
2,43
3,4
3,5
3,14
3,11
3,25
3,27
3,31
3,34
3,36
3,37
3,43
4,1
4,4
4,5
4,14
4,11
4,25
4,27
4,31
4,34
4,36
4,37
4,43
5,4
5,5
5,14
5,11
5,25
5,27
5,31
5,34
5,36
5,37
6,1
6,4
6,5
6,14
6,11
6,25
6,27
6,31
6,34
6,36
6,37
