SE,,103301_SE,,43.56,-119.15,1596.8,Mock,Mock,6486,1,1,1
SE,,103312_SE,,43.77,-117.81,853,Mock,Mock,6497,1,1,1
NE,,103313_NE,,43.84,-117.72,1036,Mock,Mock,6498,1,1,1
NW,,103313_NW,,43.83,-117.81,1292,Mock,Mock,6498,1,1,1
SE,,103313_SE,,43.77,-117.73,792,Mock,Mock,6498,1,1,1
NE,,103755_NE,,43.44,-120.31,1430.1,Mock,Mock,6574,1,1,1
NW,,103755_NW,,43.46,-120.35,1421.6,Mock,Mock,6574,1,1,1
SE,,103755_SE,,43.44,-120.26,1400.9,Mock,Mock,6574,1,1,1
SW,,103755_SW,,43.42,-120.3,1388.7,Mock,Mock,6574,1,1,1
NE,1,103764_NE1,,43.67,-119.19,1450,Mock,Mock,6583,1,1,1
NE,2,103764_NE2,,43.67,-119.22,1504,Mock,Mock,6583,1,1,1
NW,,103764_NW,,43.64,-119.26,1748,Mock,Mock,6583,1,1,1
SW,,103764_SW,,43.59,-119.23,1473,Mock,Mock,6583,1,1,1
NE,,104219_NE,,43.56,-120.2,1374,Mock,Mock,6670,1,1,1
NW,,104219_NW,,43.57,-120.24,1334,Mock,Mock,6670,1,1,1
SE,,104219_SE,,43.54,-120.17,1377,Mock,Mock,6670,1,1,1
SW,,104219_SW,,43.53,-120.27,1147,Mock,Mock,6670,1,1,1
NE,,104246_NE,,44.12,-116.92,641,Mock,Mock,6697,1,1,1
NW,,104246_NW,,44.09,-117,719.3,Mock,Mock,6697,1,1,1
SE,,104246_SE,,44.11,-116.92,652.3,Mock,Mock,6697,1,1,1
SW,,104246_SW,,44.08,-116.97,658.4,Mock,Mock,6697,1,1,1
NE,,104648_NE,,42.81,-124.28,108,Mock,Mock,6732,1,1,1
NW,1,104648_NW1,,42.8,-124.3,90,Mock,Mock,6732,1,1,1
NW,2,104648_NW2,,42.8,-124.32,46.6,Mock,Mock,6732,1,1,1
SE,,104648_SE,,42.8,-124.26,75,Mock,Mock,6732,1,1,1
NE,,104665_NE,,43.27,-122.28,1173.8,Mock,Mock,6749,1,1,1
NW,,104665_NW,,43.24,-122.35,916.8,Mock,Mock,6749,1,1,1
SE,,104665_SE,,43.21,-122.25,1297.5,Mock,Mock,6749,1,1,1
SW,,104665_SW,,43.21,-122.33,1429.2,Mock,Mock,6749,1,1,1
NE,,105134_NE,,43.5,-121.57,1345,Mock,Mock,6851,1,1,1
NW,,105134_NW,,43.47,-121.62,1407,Mock,Mock,6851,1,1,1
SE,,105134_SE,,43.44,-121.55,1357,Mock,Mock,6851,1,1,1
SW,,105134_SW,,43.42,-121.62,1961,Mock,Mock,6851,1,1,1
NE,,105159_NE,,44.05,-118.58,1575,Mock,Mock,6876,1,1,1
NW,,105159_NW,,44.02,-118.63,1523,Mock,Mock,6876,1,1,1
SE,,105159_SE,,44.01,-118.53,1531,Mock,Mock,6876,1,1,1
SW,,105159_SW,,44.01,-118.63,1528,Mock,Mock,6876,1,1,1
NW,1,105578_NW1,,43.07,-123.94,72,Mock,Mock,6925,1,1,1
NW,2,105578_NW2,,43.08,-123.93,74,Mock,Mock,6925,1,1,1
SE,1,105578_SE1,,43.05,-123.85,108,Mock,Mock,6925,1,1,1
SE,2,105578_SE2,,43.05,-123.88,386,Mock,Mock,6925,1,1,1
NW,,105615_NW,,43.96,-119.51,1802,Mock,Mock,6962,1,1,1
SE,,105615_SE,,43.94,-119.45,1843,Mock,Mock,6962,1,1,1
SW,1,105615_SW1,,43.95,-119.48,1960,Mock,Mock,6962,1,1,1
SW,2,105615_SW2,,43.93,-119.48,1703,Mock,Mock,6962,1,1,1
NW,,106504_NW,,43.26,-124.03,50,Mock,Mock,7108,1,1,1
SE,1,106504_SE1,,43.26,-123.93,103,Mock,Mock,7108,1,1,1
SE,2,106504_SE2,,43.24,-123.95,88,Mock,Mock,7108,1,1,1
SW,,106504_SW,,43.23,-123.97,80,Mock,Mock,7108,1,1,1
NE,,106511_NE,,43.45,-123.13,295.7,Mock,Mock,7115,1,1,1
NW,,106511_NW,,43.44,-123.19,244.1,Mock,Mock,7115,1,1,1
SE,,106511_SE,,43.41,-123.1,276.8,Mock,Mock,7115,1,1,1
SW,,106511_SW,,43.37,-123.17,277.7,Mock,Mock,7115,1,1,1
NE,,106536_NE,,44.03,-120.14,1161,Mock,Mock,7140,1,1,1
SE,1,106536_SE1,,44.02,-120.08,1337,Mock,Mock,7140,1,1,1
SE,2,106536_SE2,,44.03,-120.08,1304,Mock,Mock,7140,1,1,1
SW,,106536_SW,,44,-120.18,1377,Mock,Mock,7140,1,1,1
NE,,106544_NE,,44.24,-119.16,1512.7,Mock,Mock,7148,1,1,1
NW,,106544_NW,,44.23,-119.19,1508.6,Mock,Mock,7148,1,1,1
SE,,106544_SE,,44.16,-119.14,1480.1,Mock,Mock,7148,1,1,1
SW,,106544_SW,,44.17,-119.22,1537.6,Mock,Mock,7148,1,1,1
SE,1,106997_SE1,,44.05,-120.35,1706.3,Mock,Mock,7228,1,1,1
SE,2,106997_SE2,,44.04,-120.35,1773.9,Mock,Mock,7228,1,1,1
SW,1,106997_SW1,,44.04,-120.45,1645.9,Mock,Mock,7228,1,1,1
SW,2,106997_SW2,,44.03,-120.44,1774.2,Mock,Mock,7228,1,1,1
NE,,107481_NE,,44.61,-117.9,1316,Mock,Mock,7339,1,1,1
NW,,107481_NW,,44.63,-117.85,1263,Mock,Mock,7339,1,1,1
SE,,107481_SE,,44.57,-117.87,1500,Mock,Mock,7339,1,1,1
SW,,107481_SW,,44.57,-117.92,1819,Mock,Mock,7339,1,1,1
NE,,107925_NE,,44.3,-120.18,1466.5,Mock,Mock,7409,1,1,1
NW,,107925_NW,,44.29,-120.25,1477.9,Mock,Mock,7409,1,1,1
SE,,107925_SE,,44.28,-120.19,1528.3,Mock,Mock,7409,1,1,1
SW,,107925_SW,,44.25,-120.27,1500.2,Mock,Mock,7409,1,1,1
NE,1,108393_NE1,,44.52,-119.63,701,Mock,Mock,7501,1,1,1
NE,2,108393_NE2,,44.48,-119.65,944.9,Mock,Mock,7501,1,1,1
NE,3,108393_NE3,,44.5,-119.65,792.5,Mock,Mock,7501,1,1,1
NE,4,108393_NE4,,44.51,-119.62,711,Mock,Mock,7501,1,1,1
NE,5,108393_NE5,,44.53,-119.63,688,Mock,Mock,7501,1,1,1
NE,6,108393_NE6,,44.51,-119.65,729,Mock,Mock,7501,1,1,1
NW,1,108830_NW1,,43.95,-122.86,140,Mock,Mock,7561,1,1,1
NW,2,108830_NW2,,43.98,-122.89,140,Mock,Mock,7561,1,1,1
SE,1,108830_SE1,,43.94,-122.78,209,Mock,Mock,7561,1,1,1
SE,2,108830_SE2,,43.94,-122.82,206,Mock,Mock,7561,1,1,1
SW,,108830_SW,,43.92,-122.86,203,Mock,Mock,7561,1,1,1
NE,,109303_NE,,44.31,-121.63,1034,Mock,Mock,7657,1,1,1
NW,,109303_NW,,44.31,-121.71,1236,Mock,Mock,7657,1,1,1
SE,,109303_SE,,44.26,-121.65,1343,Mock,Mock,7657,1,1,1
SW,,109303_SW,,44.25,-121.69,1340,Mock,Mock,7657,1,1,1
NW,1,109304_NW1,,44.35,-121.55,974,Mock,Mock,7658,1,1,1
NW,2,109304_NW2,,44.35,-121.56,963,Mock,Mock,7658,1,1,1
NE,,109335_NE,,45.02,-117.73,1065,Mock,Mock,7689,1,1,1
NW,,109335_NW,,45.03,-117.77,1682,Mock,Mock,7689,1,1,1
SE,,109335_SE,,44.97,-117.68,914,Mock,Mock,7689,1,1,1
SW,,109335_SW,,44.96,-117.78,1131,Mock,Mock,7689,1,1,1
SW,1,109767_SW1,,44.35,-121.6,989,Mock,Mock,7741,1,1,1
SW,2,109767_SW2,,44.35,-121.61,1006,Mock,Mock,7741,1,1,1
SW,3,109767_SW3,,44.35,-121.62,1000,Mock,Mock,7741,1,1,1
SW,4,109767_SW4,,44.35,-121.62,1011,Mock,Mock,7741,1,1,1
NE,,110232_NE,,44.57,-121.32,684,Mock,Mock,7824,1,1,1
NW,,110232_NW,,44.53,-121.43,926.3,Mock,Mock,7824,1,1,1
SE,,110232_SE,,44.5,-121.31,806,Mock,Mock,7824,1,1,1
SW,,110232_SW,,44.48,-121.41,907.1,Mock,Mock,7824,1,1,1
NE,,110673_NE,,44.09,-124.07,355,Mock,Mock,7881,1,1,1
NW,,110673_NW,,44.08,-124.11,7,Mock,Mock,7881,1,1,1
SE,,110673_SE,,44.07,-124,28,Mock,Mock,7881,1,1,1
SW,,110673_SW,,44.04,-124.1,24,Mock,Mock,7881,1,1,1
NE,,110678_NE,,44.22,-123.44,452.32,Mock,Mock,7886,1,1,1
NW,,110678_NW,,44.22,-123.51,237,Mock,Mock,7886,1,1,1
SE,,110678_SE,,44.17,-123.42,161.54,Mock,Mock,7886,1,1,1
SW,,110678_SW,,44.16,-123.45,214.2,Mock,Mock,7886,1,1,1
NW,,110691_NW,,44.56,-121.95,1209.4,Mock,Mock,7899,1,1,1
NE,,110711_NE,,45.01,-119.4,1091.8,Mock,Mock,7919,1,1,1
NW,,110711_NW,,45.02,-119.46,1136.3,Mock,Mock,7919,1,1,1
SE,,110711_SE,,44.97,-119.39,1114.7,Mock,Mock,7919,1,1,1
SW,,110711_SW,,44.95,-119.48,1075.9,Mock,Mock,7919,1,1,1
NW,,111154_NW,,44.63,-121.99,1255.2,Mock,Mock,7978,1,1,1
SE,,111154_SE,,44.64,-121.93,916.5,Mock,Mock,7978,1,1,1
SW,1,111154_SW1,,44.58,-121.93,832.1,Mock,Mock,7978,1,1,1
SE,,111638_SE,,45.15,-119.31,1452.4,Mock,Mock,8079,1,1,1
NE,,111639_NE,,45.22,-119.26,1470.1,Mock,Mock,8080,1,1,1
NW,,111639_NW,,45.2,-119.3,1622.1,Mock,Mock,8080,1,1,1
SE,,111639_SE,,45.18,-119.23,1565.5,Mock,Mock,8080,1,1,1
NE,,111657_NE,,45.59,-116.99,1333,Mock,Mock,8098,1,1,1
NW,,111657_NW,,45.58,-117.02,1417,Mock,Mock,8098,1,1,1
SE,,111657_SE,,45.56,-116.98,1368,Mock,Mock,8098,1,1,1
SW,,111657_SW,,45.55,-117.04,1433.2,Mock,Mock,8098,1,1,1
NE,,112582_NE,,45.76,-117.17,941,Mock,Mock,8255,1,1,1
NW,,112582_NW,,45.74,-117.26,1480,Mock,Mock,8255,1,1,1
SE,,112582_SE,,45.7,-117.14,1005,Mock,Mock,8255,1,1,1
SW,,112582_SW,,45.7,-117.19,1211,Mock,Mock,8255,1,1,1
NE,,112992_NE,,44.65,-123.75,40,Mock,Mock,8280,1,1,1
NW,,112992_NW,,44.6,-123.82,46,Mock,Mock,8280,1,1,1
SE,,112992_SE,,44.59,-123.72,471,Mock,Mock,8280,1,1,1
SW,,112992_SW,,44.56,-123.75,315,Mock,Mock,8280,1,1,1
NE,,113007_NE,,45,-121.93,1276.2,Mock,Mock,8295,1,1,1
NW,,113007_NW,,44.98,-121.95,1276.2,Mock,Mock,8295,1,1,1
SE,,113007_SE,,44.95,-121.89,732.4,Mock,Mock,8295,1,1,1
SW,,113007_SW,,44.94,-121.95,1312.2,Mock,Mock,8295,1,1,1
NE,,113025_NE,,45.44,-119.7,426.4,Mock,Mock,8313,1,1,1
NW,,113025_NW,,45.39,-119.78,462.4,Mock,Mock,8313,1,1,1
SE,,113025_SE,,45.41,-119.7,477.9,Mock,Mock,8313,1,1,1
SW,,113025_SW,,45.35,-119.76,515.1,Mock,Mock,8313,1,1,1
NW,,113472_NW,,45.1,-121.75,1009,Mock,Mock,8376,1,1,1
SE,,113472_SE,,45.09,-121.68,1100,Mock,Mock,8376,1,1,1
SW,,113472_SW,,45.09,-121.74,1019,Mock,Mock,8376,1,1,1
NW,,113473_NW,,45.16,-121.68,1060,Mock,Mock,8377,1,1,1
NE,,113503_NE,,45.83,-117.85,1295.6,Mock,Mock,8407,1,1,1
NW,,113503_NW,,45.83,-117.96,1432.5,Mock,Mock,8407,1,1,1
SE,,113503_SE,,45.8,-117.85,1238.2,Mock,Mock,8407,1,1,1
SW,,113503_SW,,45.77,-117.93,1120,Mock,Mock,8407,1,1,1
NE,,113930_NE,,45.12,-122.36,594,Mock,Mock,8450,1,1,1
NW,1,113930_NW1,,45.08,-122.42,331,Mock,Mock,8450,1,1,1
NW,2,113930_NW2,,45.08,-122.38,395,Mock,Mock,8450,1,1,1
SE,1,113930_SE1,,45.07,-122.37,427,Mock,Mock,8450,1,1,1
SE,2,113930_SE2,,45.06,-122.33,537,Mock,Mock,8450,1,1,1
SE,3,113930_SE3,,45.05,-122.33,985,Mock,Mock,8450,1,1,1
SW,,113930_SW,,45.03,-122.38,805,Mock,Mock,8450,1,1,1
NE,,115307_NE,,45.07,-123.92,66.8,Mock,Mock,8673,1,1,1
NW,,115307_NW,,45.04,-123.99,2,Mock,Mock,8673,1,1,1
SE,,115307_SE,,45.03,-123.92,47.9,Mock,Mock,8673,1,1,1
SW,,115307_SW,,45.02,-123.98,3,Mock,Mock,8673,1,1,1
NE,,115343_NE,,45.9,-119.46,83.5,Mock,Mock,8709,1,1,1
NW,,115343_NW,,45.91,-119.57,80.8,Mock,Mock,8709,1,1,1
SE,,115343_SE,,45.86,-119.48,136.9,Mock,Mock,8709,1,1,1
SW,,115343_SW,,45.88,-119.56,78.6,Mock,Mock,8709,1,1,1
SE,,115785_SE,,45.48,-122.08,340.8,Mock,Mock,8764,1,1,1
NE,,115786_NE,,45.55,-122,918.1,Mock,Mock,8765,1,1,1
NW,,115786_NW,,45.54,-122.08,937.3,Mock,Mock,8765,1,1,1
SE,,115786_SE,,45.49,-122.04,341.7,Mock,Mock,8765,1,1,1
NW,1,115792_NW1,,45.69,-121.34,42.6,Mock,Mock,8771,1,1,1
NW,2,115792_NW2,,45.68,-121.32,162,Mock,Mock,8771,1,1,1
NW,3,115792_NW3,,45.68,-121.34,209,Mock,Mock,8771,1,1,1
SE,1,115792_SE1,,45.65,-121.21,73,Mock,Mock,8771,1,1,1
NE,,116699_NE,,45.41,-123.68,572,Mock,Mock,8900,1,1,1
NW,,116699_NW,,45.39,-123.75,125,Mock,Mock,8900,1,1,1
SE,,116699_SE,,45.35,-123.64,472,Mock,Mock,8900,1,1,1
SW,,116699_SW,,45.32,-123.71,482,Mock,Mock,8900,1,1,1
NE,,119022_NE,,46.05,-122.89,17.9,Mock,Mock,9266,1,1,1
NW,,119022_NW,,46.04,-122.92,281.3,Mock,Mock,9266,1,1,1
NW,,119485_NW,,46.1,-122.98,3.4,Mock,Mock,9334,1,1,1
SW,1,119485_SW1,,46.06,-122.93,125.8,Mock,Mock,9334,1,1,1
