SampleUnit,GRTS,State1,State1_Percent,State2,State2_Percent,State3,State3_Percent,State_County1,State_County1_Percent,State_County2,State_County2_Percent,State_County3,State_County3_Percent,State_County4,State_County4_Percent,BroadHabitat_Class,BroadHabitat_Form
110719,20017,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Union,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
57915,20022,California,100.00,NA,0.00,NA,0.00,California_Los Angeles,85.64,California_Kern,14.36,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100032,20026,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Jackson,72.44,Oregon_Klamath,27.56,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
100566,20042,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
106073,20049,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Crook,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
120912,20065,Washington,100.00,NA,0.00,NA,0.00,Washington_Adams,79.29,Washington_Lincoln,20.71,NA,0.00,NA,0.00,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
75037,20074,California,100.00,NA,0.00,NA,0.00,California_Tuolumne,96.70,California_Mariposa,3.30,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
107030,20081,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Adams,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
102817,20113,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
125530,20129,Washington,100.00,NA,0.00,NA,0.00,Washington_Chelan,100.00,NA,0.00,NA,0.00,NA,0.00,Open Water,Open Water
68553,20150,California,100.00,NA,0.00,NA,0.00,California_Fresno,100.00,NA,0.00,NA,0.00,NA,0.00,Developed & Other Human Use,Developed & Urban
115832,20177,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Clearwater,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
50978,20182,California,100.00,NA,0.00,NA,0.00,California_Riverside,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
78257,20202,California,100.00,NA,0.00,NA,0.00,California_Contra Costa,71.20,California_San Francisco,16.36,California_Marin,9.34,California_Alameda,3.10,Developed & Other Human Use,Developed & Urban
59308,20214,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
124110,20241,Washington,100.00,NA,0.00,NA,0.00,Washington_Grays Harbor,93.70,Washington_Pacific,6.30,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
129247,20257,Washington,100.00,NA,0.00,NA,0.00,Washington_Ferry,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
54697,20262,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
86598,20266,California,100.00,NA,0.00,NA,0.00,California_Glenn,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
109322,20273,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Grant,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
51431,20278,California,100.00,NA,0.00,NA,0.00,California_Orange,100.00,NA,0.00,NA,0.00,NA,0.00,Developed & Other Human Use,Developed & Urban
99580,20282,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Klamath,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95938,20298,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Blaine,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103289,20305,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
121828,20321,Washington,100.00,NA,0.00,NA,0.00,Washington_Grant,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
73640,20330,California,100.00,NA,0.00,NA,0.00,California_Merced,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
104710,20337,Idaho,99.54,Oregon,0.46,NA,0.00,Idaho_Washington,99.54,Oregon_Malheur,0.46,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
65783,20342,California,100.00,NA,0.00,NA,0.00,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
107429,20353,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Coos,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
97762,20378,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
91224,20394,California,100.00,NA,0.00,NA,0.00,California_Shasta,79.77,California_Trinity,20.23,NA,0.00,NA,0.00,Developed & Other Human Use,Developed & Urban
64843,20406,California,100.00,NA,0.00,NA,0.00,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
106118,20433,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Lemhi,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
88457,20458,California,100.00,NA,0.00,NA,0.00,California_Tehama,91.53,California_Butte,8.47,California_Plumas,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
59741,20470,California,5.71,NA,0.00,NA,0.00,California_Santa Barbara,5.71,NA,0.00,NA,0.00,NA,0.00,0,0
116243,20497,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Washington,93.54,Oregon_Multnomah,6.19,Oregon_Clackamas,0.27,NA,0.00,Developed & Other Human Use,Developed & Urban
107040,20513,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Valley,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
93598,20522,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
89850,20538,California,100.00,NA,0.00,NA,0.00,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
130132,20561,Washington,100.00,NA,0.00,NA,0.00,Washington_Clallam,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
124148,20577,Washington,100.00,NA,0.00,NA,0.00,Washington_Grant,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
53294,20582,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
81047,20586,California,100.00,NA,0.00,NA,0.00,California_Placer,59.07,California_Sacramento,40.93,NA,0.00,NA,0.00,Developed & Other Human Use,Developed & Urban
113950,20593,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Morrow,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96803,20602,California,64.28,Oregon,35.72,NA,0.00,California_Modoc,64.28,Oregon_Lake,35.72,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96872,20618,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Bingham,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
113471,20625,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Clackamas,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
117653,20641,Washington,100.00,NA,0.00,NA,0.00,Washington_Yakima,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95390,20650,California,100.00,NA,0.00,NA,0.00,California_Trinity,67.71,California_Siskiyou,26.68,California_Humboldt,5.62,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
104251,20657,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Gem,59.04,Idaho_Washington,40.96,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
68571,20662,California,100.00,NA,0.00,NA,0.00,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
94987,20698,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
64851,20726,California,100.00,NA,0.00,NA,0.00,California_Tulare,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
118112,20753,Washington,100.00,NA,0.00,NA,0.00,Washington_Yakima,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
100121,20754,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Fremont,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103806,20769,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Custer,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
56088,20774,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
116301,20785,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Clearwater,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
94475,20794,California,100.00,NA,0.00,NA,0.00,California_Siskiyou,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
114386,20817,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Polk,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
119524,20833,Washington,100.00,NA,0.00,NA,0.00,Washington_Adams,97.45,Washington_Whitman,2.55,NA,0.00,NA,0.00,Forest & Woodland,Temperate Flooded & Swamp Forest
58863,20838,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103772,20849,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Harney,79.62,Oregon_Malheur,20.38,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96813,20858,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Lake,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
101017,20874,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Elmore,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
110227,20881,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Linn,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
127841,20897,Washington,100.00,NA,0.00,NA,0.00,Washington_Chelan,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
65800,20902,California,100.00,NA,0.00,NA,0.00,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
114428,20913,Oregon,91.20,Washington,8.80,NA,0.00,Oregon_Umatilla,91.20,Washington_Walla Walla,8.80,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
72267,20918,California,100.00,NA,0.00,NA,0.00,California_Fresno,52.56,California_Mono,34.91,California_Inyo,12.53,NA,0.00,"Polar & High Montane Scrub, Grassland & Barrens",Temperate & Boreal Alpine Tundra
126432,20929,Washington,100.00,NA,0.00,NA,0.00,Washington_Mason,100.00,NA,0.00,NA,0.00,NA,0.00,Open Water,Open Water
95431,20954,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
125559,20961,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Bonner,94.26,Idaho_Boundary,5.74,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
86585,20970,California,100.00,NA,0.00,NA,0.00,California_Mendocino,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Warm Temperate Forest & Woodland
59751,20982,California,100.00,NA,0.00,NA,0.00,California_Santa Barbara,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
131059,20993,Washington,99.13,NA,0.00,NA,0.00,Washington_Clallam,99.13,NA,0.00,NA,0.00,NA,0.00,Open Water,Open Water
119963,21009,Washington,100.00,NA,0.00,NA,0.00,Washington_Yakima,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
103812,21025,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Lemhi,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
52383,21030,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
74116,21034,California,100.00,NA,0.00,NA,0.00,California_Mono,40.15,California_Madera,35.65,California_Tuolumne,24.19,NA,0.00,"Polar & High Montane Scrub, Grassland & Barrens",Temperate & Boreal Alpine Tundra
120000,21041,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Benewah,95.66,Idaho_Shoshone,4.34,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
55577,21046,California,42.17,NA,0.00,NA,0.00,California_Santa Barbara,42.17,NA,0.00,NA,0.00,NA,0.00,0,0
95863,21050,California,100.00,NA,0.00,NA,0.00,California_Siskiyou,100.00,NA,0.00,NA,0.00,NA,0.00,Open Rock Vegetation,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation"
94094,21066,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Bannock,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
114383,21073,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Polk,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
116285,21089,Washington,100.00,NA,0.00,NA,0.00,Washington_Garfield,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
63943,21094,California,100.00,NA,0.00,NA,0.00,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
107004,21105,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Grant,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
90782,21114,California,100.00,NA,0.00,NA,0.00,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
96861,21130,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Lincoln,76.33,Idaho_Minidoka,23.67,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
106050,21137,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Douglas,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
125989,21153,Washington,100.00,NA,0.00,NA,0.00,Washington_Chelan,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
70424,21158,California,94.76,Nevada,5.24,NA,0.00,California_Inyo,94.76,Nevada_Esmeralda,5.24,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
87517,21162,California,100.00,NA,0.00,NA,0.00,California_Mendocino,100.00,NA,0.00,NA,0.00,NA,0.00,Recently Disturbed or Modified,Recently Disturbed or Modified
115366,21169,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Nez Perce,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
71326,21174,California,100.00,NA,0.00,NA,0.00,California_Madera,100.00,NA,0.00,NA,0.00,NA,0.00,Developed & Other Human Use,Developed & Urban
130599,21185,Washington,51.63,NA,0.00,NA,0.00,Washington_Clallam,51.63,NA,0.00,NA,0.00,NA,0.00,0,0
109817,21201,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
46362,21206,California,100.00,NA,0.00,NA,0.00,California_Imperial,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
99596,21210,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Harney,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
56502,21222,California,99.50,NA,0.00,NA,0.00,California_Santa Barbara,99.50,NA,0.00,NA,0.00,NA,0.00,Aquatic Vegetation,Benthic Vascular Saltwater Vegetation
75480,21226,California,100.00,NA,0.00,NA,0.00,California_Santa Clara,87.07,California_San Mateo,6.68,California_Alameda,6.25,NA,0.00,Developed & Other Human Use,Developed & Urban
60230,21238,California,100.00,NA,0.00,NA,0.00,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
132469,21249,Washington,18.43,NA,0.00,NA,0.00,Washington_Whatcom,18.43,NA,0.00,NA,0.00,NA,0.00,0,0
128326,21281,Washington,100.00,NA,0.00,NA,0.00,Washington_Stevens,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
58401,21286,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
80131,21290,California,100.00,NA,0.00,NA,0.00,California_El Dorado,98.21,California_Alpine,1.79,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
113958,21297,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Umatilla,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
56525,21302,California,100.00,NA,0.00,NA,0.00,California_Los Angeles,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95404,21306,California,100.00,NA,0.00,NA,0.00,California_Siskiyou,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
99192,21322,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Madison,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
107455,21329,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Deschutes,99.00,Oregon_Crook,1.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
119048,21345,Washington,100.00,NA,0.00,NA,0.00,Washington_Benton,75.74,Washington_Grant,24.26,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
76882,21354,California,100.00,NA,0.00,NA,0.00,California_Calaveras,99.53,California_Stanislaus,0.47,NA,0.00,NA,0.00,Forest & Woodland,Warm Temperate Forest & Woodland
105168,21361,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Malheur,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103739,21393,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Klamath,55.07,Oregon_Douglas,44.93,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
99157,21402,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Ada,100.00,NA,0.00,NA,0.00,NA,0.00,Introduced & Semi Natural Vegetation,Introduced & Semi Natural Vegetation
92139,21418,California,100.00,NA,0.00,NA,0.00,California_Humboldt,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
69478,21430,California,100.00,NA,0.00,NA,0.00,California_Fresno,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
117161,21441,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Tillamook,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland"
113990,21457,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Idaho,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
49593,21462,California,100.00,NA,0.00,NA,0.00,California_Riverside,82.69,California_San Diego,17.31,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
116238,21521,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Yamhill,90.72,Oregon_Tillamook,9.28,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
103792,21537,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Boise,87.91,Idaho_Valley,12.09,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
46827,21542,California,99.87,Arizona,0.13,NA,0.00,California_Imperial,99.87,Arizona_La Paz,0.13,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
88926,21562,California,100.00,NA,0.00,NA,0.00,California_Lassen,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
91304,21578,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Cassia,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
128740,21585,Washington,100.00,NA,0.00,NA,0.00,Washington_Jefferson,100.00,NA,0.00,NA,0.00,NA,0.00,Recently Disturbed or Modified,Recently Disturbed or Modified
125080,21601,Washington,100.00,NA,0.00,NA,0.00,Washington_Ferry,76.72,Washington_Stevens,23.28,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
51909,21606,California,100.00,NA,0.00,NA,0.00,California_Riverside,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Warm Desert & Semi-Desert Scrub & Grassland
113483,21617,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Gilliam,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
100979,21626,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Harney,84.47,Oregon_Lake,15.53,NA,0.00,NA,0.00,Recently Disturbed or Modified,Recently Disturbed or Modified
95945,21642,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Bingham,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
115784,21649,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Multnomah,69.20,Oregon_Clackamas,30.80,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
118114,21665,Washington,100.00,NA,0.00,NA,0.00,Washington_Yakima,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
95393,21674,California,100.00,NA,0.00,NA,0.00,California_Siskiyou,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
110260,21681,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Union,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
67177,21686,California,100.00,NA,0.00,NA,0.00,California_Inyo,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
103260,21697,Oregon,100.00,NA,0.00,NA,0.00,Oregon_Curry,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Warm Temperate Forest & Woodland
95457,21722,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Owyhee,100.00,NA,0.00,NA,0.00,NA,0.00,Recently Disturbed or Modified,Recently Disturbed or Modified
82893,21738,California,100.00,NA,0.00,NA,0.00,California_Colusa,50.99,California_Yolo,49.01,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
61609,21750,California,100.00,NA,0.00,NA,0.00,California_Kern,100.00,NA,0.00,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Row & Close Grain Crop Cultural Formation
131068,21761,Washington,100.00,NA,0.00,NA,0.00,Washington_San Juan,100.00,NA,0.00,NA,0.00,NA,0.00,Open Water,Open Water
72244,21770,California,100.00,NA,0.00,NA,0.00,California_San Benito,63.66,California_Santa Clara,36.34,NA,0.00,NA,0.00,Forest & Woodland,Warm Temperate Forest & Woodland
118106,21777,Washington,100.00,NA,0.00,NA,0.00,Washington_Skamania,88.61,Washington_Yakima,5.92,Washington_Klickitat,5.47,NA,0.00,Forest & Woodland,Cool Temperate Forest & Woodland
98730,21778,Idaho,100.00,NA,0.00,NA,0.00,Idaho_Madison,99.86,Idaho_Jefferson,0.14,NA,0.00,NA,0.00,Agricultural & Developed Vegetation,Pasture & Hay Field Crop
57015,21798,California,100.00,NA,0.00,NA,0.00,California_San Bernardino,100.00,NA,0.00,NA,0.00,NA,0.00,Desert & Semi-Desert,Cool Semi-Desert Scrub & Grassland
56977,21814,California,100.00,NA,0.00,NA,0.00,California_Ventura,100.00,NA,0.00,NA,0.00,NA,0.00,Shrub & Herb Vegetation,Mediterranean Scrub & Grassland
92618,21818,California,100.00,NA,0.00,NA,0.00,California_Shasta,100.00,NA,0.00,NA,0.00,NA,0.00,Forest & Woodland,Warm Temperate Forest & Woodland
102902,21829,Idaho,98.48,Montana,1.52,NA,0.00,Idaho_Fremont,98.48,Montana_Gallatin,1.52,NA,0.00,NA,0.00,Shrub & Herb Vegetation,Temperate Grassland & Shrubland
